"","ID","YEAR","Volume","Lote","Operacion","Unidad","EL.","Investigator","Fecha","Class","Category","Genus","Species","Name","CF","R_El","R_info","Side","Completeness..0.frag..1.complete.","R_Portion","Fragmentation","NISP","MNE","Estimate.AGE","Fusion.wear","Proximal","Shaft","Distal","Taphonomy","Photographed","Bird.to.confirm.ID","Additional.analysis","Quality.of.heat.fire.exposure","X..Charred","X..Heat.exposed","Carnivore","Rodent","Worked","Butchery","Weathering","Other","Calcined","Measurements","Location.of.measurement","Portion","Element.info","Comments","R_El.Portion.Element.info.Comments","New_El"
"1",858,2017,NA,678,"18","I23","36","DHS","9_VII_14","Mammal","Artiodactyla","Artiodactyla","","Artiodactyl","#N/A","mandible","","L","0.1","","1-Ancient",1,NA,"10-young(porous)","","","","","","","",NA,"",0,"?","2-whole",0,"0","0","","0",0,"12.9","mandibular condyle","mandibular process and ramus","","","mandible/mandibular process and ramus//","Mandible"
"2",859,2017,NA,678,"18","I23","36","DHS","9_VII_14","Mammal","Artiodactyla","Artiodactyla","","Artiodactyl","#N/A","scapula","","L","0.1","","3-Modern/Ancient",1,NA,"10-young(porous)","","","","","","","",NA,"",0,"0","0",0,"0","0","","0",0,"","","cranial angle","","","scapula/cranial angle//","Scapula"
"3",860,2017,NA,678,"18","I23","36","DHS","9_VII_14","Mammal","Artiodactyla","Artiodactyla","","Artiodactyl","#N/A","patella","","?","1","7- whole and unbroken","",1,NA,"0- not determinable","","","","","","Phone 28_VIII_17","Y",NA,"",0,"?","0",0,"0","0","","0",0,"35.5x21.9x19.2","LxWxH","7- whole and unbroken","","Check antilocapra","patella/7- whole and unbroken//Check antilocapra","Patella"
"4",861,2017,NA,678,"18","I23","36","DHS","9_VII_14","Mammal","Carnivora","Canis","familiaris ","Dog","#N/A","Mc","III","R","0.9","3-Proximal and shaft","",1,NA,"4- infantile or juvenile","","FU- Fused","Pr - present","UF- Unfused","","","",NA,"9- slightly burnt",1,"","0",0,"0","0","","0",0,"8.4x6.47, 44.78","Proximal WxH, UL (unfused length)","3-Proximal and shaft","III","","Mc/3-Proximal and shaft/III/","Metacarpal"
"5",862,2017,NA,678,"18","I23","36","DHS","9_VII_14","Mammal","General","large","","large mammal","#N/A","shaft","","","0","sliver","2-Ancient/modern",1,NA,"","","","","","","","",NA,"8- partly burnt",1,"","0",0,"0","0","","0",0,"","","sliver","","","shaft/sliver//","Shaft frags"
"6",863,2017,NA,678,"18","I23","36","DHS","9_VII_14","Mammal","Leporidae","Lepus","sp.","Hare","#N/A","mandible","","L","1","","",1,NA,"0- not determinable","","","","","","","",NA,"",0,"?","0",0,"0","0","","0",0,"63.9x40.6, 18.8, 17.3","LxH(ramus), diastema y tooth row","","","","mandible///","Mandible"
"7",864,2017,NA,678,"18","I23","36","DHS","9_VII_14","Mammal","Leporidae","Romerolagus","diazi","Teporingo","#N/A","femur","","L","1","","",1,NA,"9- adult","","FU- Fused","Pr - present","FU- Fused","","Phone 28_VIII_17","",NA,"",0,"0","0",0,"0","0","","0",0,"51.1x12.25x8.63","LxW(prox)xW(dist)","","","","femur///","Femur"
"8",865,2017,NA,678,"18","I23","36","DHS","9_VII_14","Mammal","Leporidae","Romerolagus","diazi","Teporingo","#N/A","tibia","","R","0.5","4-Distal and shaft","1-Ancient",1,NA,"?","","ND- fusion ND","Pr - present","FU- Fused","","","",NA,"9- slightly burnt",1,"","0",0,"0","0","","0",0,"7.4","W(distal)","4-Distal and shaft","","sprial-step fracture","tibia/4-Distal and shaft//sprial-step fracture","Tibia"
"9",866,2017,NA,678,"18","I23","36","DHS","9_VII_14","Mammal","Leporidae","Leporidae","cf. Sylvilagus","Rabbit/hare","cf. sylvilagus","Lumbar","-","","0.9","6- whole lenght/size but still broken","2-Ancient/modern",3,3,"9- adult","","FU- Fused","Pr - present","FU- Fused","","","",NA,"",0,"","0",0,"0","0","","0",0,"10.9x7.2x7.2","L(body)xW(prox)xW(dist) (of one)","6- whole lenght/size but still broken","lumbar","three verts","Lumbar/6- whole lenght/size but still broken/lumbar/three verts","Lumbar"
"10",867,2017,NA,678,"18","I23","36","DHS","9_VII_14","Mammal","Artiodactyla","Cervidae","","Cervid","#N/A","radius","","L","0.1","3-Proximal and shaft","1-Ancient",1,NA,"0- not determinable","","FU- Fused","Pr - present","ND- fusion ND","Awl","Phone 28_VIII_17","Y",NA,"",0,"","0",0,"2","0","","0",0,"72.8x15.9","LxW(prox)","3-Proximal and shaft","medial condyle and shaft","Complete awl made from proximal radius of small cervid. Likely odoco or mazama","radius/3-Proximal and shaft/medial condyle and shaft/Complete awl made from proximal radius of small cervid. Likely odoco or mazama","Radius"
"11",868,2017,NA,678,"18","I23","36","DHS","9_VII_14","Mammal","General","medium-large","","medium-large mammal","#N/A","Tool","Needle","","0","sliver","1-Ancient",1,NA,"0- not determinable","","","","","Needle","Phone 28_VIII_17","",NA,"",0,"","0",0,"2","0","","0",0,"68.8x2.8","LxW (prox-eye)","sliver","needle","needle, hole complete, no point but small bevel instead (maybe broken and reshaped?)","Tool/sliver/needle/needle, hole complete, no point but small bevel instead (maybe broken and reshaped?)","Tool"
"12",869,2017,NA,678,"18","I23","36","DHS","9_VII_14","Mammal","Human","","","Human","#N/A","shaft","Frags","","0","sliver","2-Ancient/modern",1,NA,"0- not determinable","","","","","Spatula","Phone 28_VIII_17","",NA,"",0,"","0",0,"2","0","0","0",0,"68.0x23.8","LxW","sliver","fragment ground to rounded ""spatula""","approx. 1/2 circumference, grounded and bevel from both sides, polished and used with longitudianal striations and heavy parallel and diagonal striations on top of this on outer portion of bone, also a few on inner portion. The inner surface of the bone is partially white, not sure what it is. Proximal end broken in step-wise fracture, looks more recent though.  ","shaft/sliver/fragment ground to rounded ""spatula""/approx. 1/2 circumference, grounded and bevel from both sides, polished and used with longitudianal striations and heavy parallel and diagonal striations on top of this on outer portion of bone, also a few on inner portion. The inner surface of the bone is partially white, not sure what it is. Proximal end broken in step-wise fracture, looks more recent though.  ","Shaft frags"
"13",870,2017,NA,660,"18","I22","","DMC","7_VII_14","Mammal","Leporidae","Lepus","sp.","Hare","#N/A","Mt","II","L","1","7- whole and unbroken","",1,NA,"?adult","","FU- Fused","Pr - present","FU- Fused","","NEED","",NA,"",0,"","0",0,"0","0","0","0",0,"50.9","L","7- whole and unbroken","II","","Mt/7- whole and unbroken/II/","Metatarsal"
"14",871,2017,NA,660,"18","I22","","DMC","7_VII_14","Mammal","Leporidae","Lepus","sp.","Hare","#N/A","Mt","III","L","1","7- whole and unbroken","",1,NA,"?adult","","FU- Fused","Pr - present","FU- Fused","","NEED","",NA,"",0,"","0",0,"0","0","0","0",0,"52.6","L","7- whole and unbroken","III","","Mt/7- whole and unbroken/III/","Metatarsal"
"15",872,2017,NA,660,"18","I22","","DMC","7_VII_14","Mammal","Leporidae","Lepus","sp.","Hare","#N/A","Mt","IV","L","1","7- whole and unbroken","",1,NA,"?adult","","FU- Fused","Pr - present","FU- Fused","","NEED","",NA,"",0,"","0",0,"0","0","0","0",0,"49.8","L","7- whole and unbroken","IV","","Mt/7- whole and unbroken/IV/","Metatarsal"
"16",873,2017,NA,660,"18","I22","","DMC","7_VII_14","Mammal","Leporidae","Lepus","sp.","Hare","#N/A","Mt","V","L","1","7- whole and unbroken","",1,NA,"?adult","","FU- Fused","Pr - present","FU- Fused","","NEED","",NA,"",0,"","0",0,"0","0","0","0",0,"44.4","L","7- whole and unbroken","V","","Mt/7- whole and unbroken/V/","Metatarsal"
"17",874,2017,NA,660,"18","I22","","DMC","7_VII_14","Mammal","Carnivora","Canis","familiaris ","Dog","#N/A","Tth up","I3","L","1","7- whole and unbroken","",1,NA,"4- infantile or juvenile","lt wear","","","","","","",NA,"",0,"","0",0,"0","0","0","0",0,"9.1x5.5x6.8","Altura x ancho x longitude anteroposterior (pg 96)","7- whole and unbroken","I3","","Tth up/7- whole and unbroken/I3/","Tth Up"
"18",875,2017,NA,660,"18","I22","","DMC","7_VII_14","Mammal","General","large","","large mammal","#N/A","Rib","Frags","","0","5-Shaft only","2-Ancient/modern",1,NA,"","","","","","","","",NA,"",0,"","",NA,"","","2","",NA,"","","5-Shaft only","frag","","Rib/5-Shaft only/frag/","Ribs"
"19",876,2017,NA,660,"18","I22","","DMC","7_VII_14","Mammal","General","large","","large mammal","#N/A","shaft","Frags","","0","sliver","2-Ancient/modern",1,NA,"","","","","","","","",NA,"",0,"","",NA,"","","1","",NA,"","","sliver","frag","","shaft/sliver/frag/","Shaft frags"
"20",877,2017,NA,660,"18","I22","","DMC","7_VII_14","Mammal","General","medium-large","","medium-large mammal","#N/A","Tool","Needle","","0.5","4-Distal and shaft","",1,NA,"","","","","","Needle","","",NA,"",0,"","",NA,"2","","","",NA,"29.6","","4-Distal and shaft","needle","needle point, broken, I estimate about half is missing","Tool/4-Distal and shaft/needle/needle point, broken, I estimate about half is missing","Tool"
"21",878,2017,NA,660,"18","I22","","DMC","7_VII_14","Mammal","General","medium-large","","medium-large mammal","#N/A","shaft","Frags","","0","sliver","1-Ancient",1,NA,"","","","","","","","",NA,"",0,"","",NA,"","","3","",NA,"","","sliver","frag","","shaft/sliver/frag/","Shaft frags"
"22",879,2017,NA,660,"18","I22","","DMC","7_VII_14","Mammal","General","medium-large","","medium-large mammal","#N/A","shaft","Frags","","0","sliver","5-Mixed",2,NA,"","","","","","","","",NA,"",0,"","",NA,"","","","",NA,"","","sliver","frag","","shaft/sliver/frag/","Shaft frags"
"23",880,2017,NA,660,"18","I22","","DMC","7_VII_14","Mammal","General","medium","","medium mammal","#N/A","cranium","Frags","","0","","1",1,NA,"","","","","","","","",NA,"",0,"","",NA,"","","","",NA,"","","","Frags","","cranium//Frags/","Cranium"
"24",881,2017,NA,660,"18","I22","","DMC","7_VII_14","Mammal","General","small","","small mammal","#N/A","shaft","Frags","","0","sliver","5",4,NA,"","","","","","","","",NA,"",0,"","",NA,"","","","",NA,"","","sliver","frag","","shaft/sliver/frag/","Shaft frags"
"25",882,2017,NA,660,"18","I22","","DMC","7_VII_14","Mammal","General","","","mammal","#N/A","unknown","Frags","","0","","2",1,NA,"","","","","","","","",NA,"",0,"","",NA,"","","2","",NA,"","","","frag","","unknown//frag/","ND frags"
"26",883,2017,NA,660,"18","I22","","DMC","7_VII_14","Mammal","Human","","","Human","#N/A","","","","","","",5,NA,"","","","","","","","",NA,"",0,"","",NA,"","","","",NA,"","","","","","///",NA
"27",884,2017,NA,660,"18","I22","","DMC","7_VII_14","Shell","Shell","Bivalve","","Bivalve","#N/A","shell","","","0","","",1,NA,"","","","","","","","",NA,"",0,"","",NA,"","","","",NA,"","","","","oyster/barnicle like shell fragment","fragment///oyster/barnicle like shell fragment","Shell"
"28",885,2017,NA,663,"18","I22","","GMB","8_VII_14","Mammal","Artiodactyla","Odocoileus","virginianus","White-tailed deer","#N/A","Femur","","L","0","sliver","2",1,NA,"9- adult","","","","","","","",NA,"8- partly burnt",1,"","0",0,"0","0","0","0",0,"","","sliver","shaft frag and lesser trochanter ","","Femur/sliver/shaft frag and lesser trochanter /","Femur"
"29",886,2017,NA,663,"18","I22","","GMB","8_VII_14","Mammal","Artiodactyla","Odocoileus","virginianus","White-tailed deer","#N/A","Tth up","P2 or dp2","L","1","7- whole and unbroken","",1,NA,"","wear g (med)","","","","","Phone 28_VIII_17","Y",NA,"",0,"","",NA,"","","","",NA,"7.5x8.8x12.3","Altura x ancho x longitude anteroposterior (pg 96)","7- whole and unbroken","p2 o dp2","","Tth up/7- whole and unbroken/p2 o dp2/","Tth Up"
"30",887,2017,NA,663,"18","I22","","GMB","8_VII_14","Mammal","Leporidae","Sylvilagus","floridanus","Eastern cottontail","#N/A","Pelvis Acetabulum","II","R","0.8","","2",1,NA,"","","FU- Fused","Pr - present","FU- Fused","","","",NA,"7- burnt",1,"","0",0,"0","0","0","0",0,"","","","Il, ish","","Pelvis Acetabulum//Il, ish/","Pelvis Acetabulum"
"31",888,2017,NA,663,"18","I22","","GMB","8_VII_14","Bird","Galliformes","Colinus","virginianus","Northern bobwhite","#N/A","Femur","","L","0.9","6- whole lenght/size but still broken","",1,NA,"9- adult","","","","","","","",NA,"",0,"","0",0,"0","0","0","0",0,"38.8x7.2","LxW (prox)","6- whole lenght/size but still broken","","","Femur/6- whole lenght/size but still broken//","Femur"
"32",889,2017,NA,663,"18","I22","","GMB","8_VII_14","Mammal","General","large","","large mammal","#N/A","Cranium","Frags","","0","","2",1,NA,"","","","","","","","",NA,"",0,"","",NA,"","","","",NA,"","","","Frags","v flat and ripple on one side not quite like normal brain case pattern","Cranium//Frags/v flat and ripple on one side not quite like normal brain case pattern","Cranium"
"33",890,2017,NA,663,"18","I22","","GMB","8_VII_14","Mammal","General","medium-large","","medium-large mammal","#N/A","shaft","Frags","","0","sliver","1",1,NA,"","","","","","possibly broken awl, chewed, parallel striations may be cut or carnivore, some polish towards one pointed end","","",NA,"",0,"","1",NA,"1","","","",NA,"","","sliver","frag","possibly used to be a tool","shaft/sliver/frag/possibly used to be a tool","Shaft frags"
"34",891,2017,NA,663,"18","I22","","GMB","8_VII_14","Mammal","General","medium-large","","medium-large mammal","#N/A","shaft","Frags","","0","sliver","1",1,NA,"","","","","","","","",NA,"7- burnt",1,"","",NA,"","","","",NA,"","","sliver","frag","","shaft/sliver/frag/","Shaft frags"
"35",892,2017,NA,663,"18","I22","","GMB","8_VII_14","Mammal","General","medium","","medium mammal","#N/A","rib","","L","0.1","3-Proximal and shaft","3-Modern/Ancient",1,NA,"","","","","","","","",NA,"9- slightly burnt",1,"","",NA,"","","","",NA,"","","3-Proximal and shaft","head","","rib/3-Proximal and shaft/head/","Ribs"
"36",893,2017,NA,663,"18","I22","","GMB","8_VII_14","Mammal","General","medium","","medium mammal","#N/A","shaft","Frags","","0","sliver","2",1,NA,"","","","","","","","",NA,"",0,"","",NA,"","","","",NA,"","","sliver","frag","","shaft/sliver/frag/","Shaft frags"
"37",894,2017,NA,663,"18","I22","","GMB","8_VII_14","Bird","General","","","Bird","#N/A","unknown","Frags","","0","","2",1,NA,"","","","","","","","",NA,"",0,"","",NA,"","","","",NA,"","","","frag","probably sternum frag","unknown//frag/probably sternum frag","ND frags"
"38",895,2017,NA,667,"18","N11","","GMB","9_VII_14","Mammal","Artiodactyla","Odocoileus","virginianus","White-tailed deer","#N/A","humerus","","R","0.1","5-Shaft only","1",1,NA,"","","","","","","","",NA,"",0,"","",NA,"","","","",NA,"","","5-Shaft only","shaft frag and nutrient foramina","distal shaft fragment including nutrient foramen","humerus/5-Shaft only/shaft frag and nutrient foramina/distal shaft fragment including nutrient foramen","Humerus"
"39",896,2017,NA,667,"18","N11","","GMB","9_VII_14","Mammal","Rodentia","Ictidomys","mexicanus","Mexican ground squirrel","#N/A","Mand/Tth","","R","0.9","6- whole lenght/size but still broken","4-Modern",1,NA,"1- young(not grown up at all)","P4 lt","","","","","NEED","",NA,"",0,"","",NA,"","","","",NA,"L (condyle-incisor alveolus)","","6- whole lenght/size but still broken","","Incisor and P4, crop pest","Mand/Tth/6- whole lenght/size but still broken//Incisor and P4, crop pest","Humerus"
"40",897,2017,NA,667,"18","N11","","GMB","9_VII_14","Mammal","Rodentia","Sciuridae","cf. Ictidomys mexicanus","cf. Mexican ground squirrel","cf. Mexican ground squirrel","Pelvis Acetabulum","II","L","0.1","","4-Modern",1,NA,"","ND","","","","","","",NA,"",0,"","",NA,"","","","",NA,"29.9","","","Il and rectus grube tubercle","small fragment fo illium including portion of illium and tubercle where rectus grube is in other animals","Pelvis Acetabulum//Il and rectus grube tubercle/small fragment fo illium including portion of illium and tubercle where rectus grube is in other animals","Pelvis Acetabulum"
"41",898,2017,NA,667,"18","N11","","GMB","9_VII_14","Mammal","General","large","","large mammal","#N/A","rib","Frags","","0.1","5-Shaft only","5-Mixed",2,NA,"","","","","","","","",NA,"",0,"","",NA,"","","","",NA,"","","5-Shaft only","frag","","rib/5-Shaft only/frag/","Ribs"
"42",899,2017,NA,667,"18","N11","","GMB","9_VII_14","Mammal","General","large","","large mammal","#N/A","shaft","Frags","","0","sliver","2",1,NA,"","","","","","","","",NA,"",0,"","",NA,"1","","","",NA,"","","sliver","frag","fragment of worked bone, ground/polish along long-edge","shaft/sliver/frag/fragment of worked bone, ground/polish along long-edge","Shaft frags"
"43",900,2017,NA,667,"18","N11","","GMB","9_VII_14","Mammal","General","medium-large","","medium-large mammal","#N/A","unknown","Frags","","0","","1",1,NA,"","","","","","","","",NA,"3- partly calcined, partly carbonized",1,"","",NA,"","","","",NA,"","","","frag","likely shaft or mandible, heavily burnt/calcined with concretions obsuring inside","unknown//frag/likely shaft or mandible, heavily burnt/calcined with concretions obsuring inside","ND frags"
"44",901,2017,NA,667,"18","N11","","GMB","9_VII_14","Mammal","General","medium-large","","medium-large mammal","#N/A","unknown","Frags","","0","","1",1,NA,"0- not determinable","","","","","","","",NA,"",0,"","",NA,"","","","",NA,"","","","frag","possible part of mandible","unknown//frag/possible part of mandible","ND frags"
"45",902,2017,NA,667,"18","N11","","GMB","9_VII_14","Bird","General","medium-large","","medium-large bird","#N/A","shaft","Frags","","0.1","sliver","2",2,2,"","","","","","","","",NA,"",0,"","",NA,"","","","",NA,"","","sliver","frag","maybe tarsometatarus, two distinct fragments","shaft/sliver/frag/maybe tarsometatarus, two distinct fragments","Shaft frags"
"46",903,2017,NA,667,"18","N11","","GMB","9_VII_14","Mammal","Human","","","Human","#N/A","","","","","","",4,NA,"","","","","","","","",NA,"",0,"","",NA,"","","","",NA,"","","","","","///",NA
"47",904,2017,NA,644,"18","I22","","DHS","8_VII_14","Mammal","General","large","","large mammal","#N/A","shaft","Frags","","0","sliver","1",1,NA,"","","","","","cut and ground","","",NA,"",0,"","1",NA,"1","","","",NA,"","","sliver","frag","likely deer","shaft/sliver/frag/likely deer","Shaft frags"
"48",905,2017,NA,644,"18","I22","","DHS","8_VII_14","Bird","General","medium-large","","medium-large bird","#N/A","shaft","Frags","","0.1","sliver","1",1,NA,"","","","","","","","",NA,"",0,"","",NA,"","","","",NA,"","","sliver","frag","","shaft/sliver/frag/","Shaft frags"
"49",906,2017,NA,644,"18","I22","","DHS","8_VII_14","Mammal","General","medium","","medium mammal","#N/A","rib","Frags","","0.2","5-Shaft only","4-Modern",1,NA,"","","","","","","","",NA,"7- burnt",1,"","",NA,"","","","",NA,"","","5-Shaft only","frag","","rib/5-Shaft only/frag/","Ribs"
"50",907,2017,NA,664,"18","I22","","DHS","8_VII_14","Mammal","Human","","","Human","#N/A","chisel","Chisel","","1","","1",1,NA,"","","","","","chisel, bifacial bevel, made out of a human long bone shaft, nutrient foramen present, ground on sides, diagonal scrapes on surface and along one border a number of small cuts/scratches that looks like  rodent gnawing","Phone 28_VIII_17","",NA,"",0,"","",1,"2","","","",NA,"53.1x14.9x8.2","LxWxD","","Chisel","chisel, bifacial bevel, made out of a human long bone shaft, nutrient foramen present, ground on sides, diagonal scrapes on surface and along one border a number of small cuts/scratches that looks like  rodent gnawing","chisel//Chisel/chisel, bifacial bevel, made out of a human long bone shaft, nutrient foramen present, ground on sides, diagonal scrapes on surface and along one border a number of small cuts/scratches that looks like  rodent gnawing","Tool"
"51",908,2017,NA,665,"18","I23","","DHS","8_VII_14","Mammal","General","large","","large mammal","#N/A","needle","Needle","","0.4","4-Distal and shaft","1",1,NA,"","","","","","","","",NA,"",0,"","",NA,""," ","","",NA,"","","4-Distal and shaft","Needle","needle point, v sharp","needle/4-Distal and shaft/Needle/needle point, v sharp","Tool"
"52",909,2017,NA,670,"18","I23","","DHS","8_VII_14","Mammal","Artiodactyla","Odocoileus","virginianus","White-tailed deer","#N/A","Mt","Frags","","0.1","3-Proximal and shaft","2",1,NA,"9- adult","","FU- Fused","","","","","",NA,"",0,"","",NA,"","","","",NA,"","","3-Proximal and shaft","frag of medial condyle and shaft","frag of medial condyle and shaft, some extra bone growth","Mt/3-Proximal and shaft/frag of medial condyle and shaft/frag of medial condyle and shaft, some extra bone growth","Metatarsal"
"53",910,2017,NA,670,"18","I23","","DHS","8_VII_14","Bird","Bird of prey","cf. Buteo sp. ","","cf. Hawk","cf. Buteo sp. ","Cranium","Nasal","L","0","","2",1,NA,"","","","","","","","",NA,"",0,"","",NA,"","","","",NA,"","","","Nasal","","Cranium//Nasal/","Cranium"
"54",911,2017,NA,670,"18","I23","","DHS","8_VII_14","Mammal","General","medium-large","","medium-large mammal","#N/A","unknown","Frags","","0","","2",1,NA,"","","","","","","","",NA,"3- partly calcined, partly carbonized",1,"","",NA,"","","","",NA,"","","","frag","could be frag of mandible","unknown//frag/could be frag of mandible","ND frags"
"55",912,2017,NA,670,"18","I23","","DHS","8_VII_14","Bird","General","small-med","","small-med bird","#N/A","shaft","Frags","","0","sliver","1",1,NA,"","","","","","","","",NA,"7- burnt",1," ","",NA,"","","","",NA,"","","sliver","frag","","shaft/sliver/frag/","Shaft frags"
"56",913,2017,NA,584,"18","J22","","DMC","25_VI_14","Mammal","Rodentia","Cratogeomys","fumosus thylorhinus","Smokey pocket gopher","#N/A","Skeleton","","","","","4-Modern",26,26,"9- adult"," ","FU- Fused","","FU- Fused","Instrusive","No","",NA,"",0,"","",NA,"","","","",NA,"","","","near complete","Two mandibles and cranium, dentition intact, L scapular head/neck portion only), innominate fused to caudal verts, 2 femur, 2 tibia, R ulna, R radius, 2 calcaneus, 2 phalange3, 11 vertebra","Skeleton//near complete/Two mandibles and cranium, dentition intact, L scapular head/neck portion only), innominate fused to caudal verts, 2 femur, 2 tibia, R ulna, R radius, 2 calcaneus, 2 phalange3, 11 vertebra","Skeleton"
"57",914,2017,NA,584,"18","J22","","DMC","25_VI_14","Mammal","Carnivora","Canis","familiaris ","Dog","#N/A","Cranium","Parietal","","0","","1",1,NA,"1- young(not grown up at all)","UF- Unfused","","","","","","",NA,"",0,"","",NA,"","","","",NA,"","","","Parietal","fragment of parietal, unfused, about 20% of partietal intact along caudal border","Cranium//Parietal/fragment of parietal, unfused, about 20% of partietal intact along caudal border","Cranium"
"58",915,2017,NA,584,"18","J22","","DMC","25_VI_14","Mammal","General","medium-large","","medium-large mammal","#N/A","unknown","Frags","","0","","1",1,NA,"","","","","","","","",NA,"",0,"","",NA,"","","","",NA,"","","","frag","could be frag of mandible","unknown//frag/could be frag of mandible","ND frags"
"59",916,2017,NA,584,"18","J22","","DMC","25_VI_14","Mammal","General","medium","","medium mammal","#N/A","Vert ND","","","0","","",1,NA,"1- young(not grown up at all)","","","","","","","",NA,"",0,"","",NA,"","","","",NA,"","","","epiphysis","complete caudal epiphysis of a vert, likely cervical, matched dog exactly","Vert ND//epiphysis/complete caudal epiphysis of a vert, likely cervical, matched dog exactly","Vert ND"
"60",917,2017,NA,589,"18","M26","","AH","27_VI_14","Mammal","Artiodactyla","Mazama","sp.","Brocket deer","#N/A","Humerus","","R","0.4","4-Distal and shaft","2",1,NA,"","","","Pr - present","EL- Epihyseal line","","Phone 28_VIII_17","Y",NA,"",0,"","",NA,"","","","",NA,"32.4x28.5x22.0x28.8","greatest width x depth (medial) x depth (lateral) x max condyle width","4-Distal and shaft","","Spiral fracture,  smaller that other identified deer, likely mazama, check IDs against measurements later, also much less thick in cortical  than lote 123 humerus of a similar size","Humerus/4-Distal and shaft//Spiral fracture,  smaller that other identified deer, likely mazama, check IDs against measurements later, also much less thick in cortical  than lote 123 humerus of a similar size","Humerus"
"61",918,2017,NA,589,"18","M26","","AH","27_VI_14","Mammal","Carnivora","Canis","familiaris ","Dog","#N/A","Calcaneus","","L","1","","",1,NA,"","","","","","","","",NA,"",0,"","",NA,"","","2","",NA,"33.6x12.7x14.2","greatest length x widthxdepth","","","part of tarsals and foot of single individual, rough and white, chalky (boiled?)","Calcaneus///part of tarsals and foot of single individual, rough and white, chalky (boiled?)","Calcaneus"
"62",919,2017,NA,589,"18","M26","","AH","27_VI_14","Mammal","Carnivora","Canis","familiaris ","Dog","#N/A","Astralagus","","L","1","","",1,NA,"","","","","","","","",NA,"",0,"","",NA,"","","","",NA,"19.9x14.0","greatest length x width","","","part of tarsals and foot of single individual, rough and white, chalky (boiled?)","Astralagus///part of tarsals and foot of single individual, rough and white, chalky (boiled?)","Astragalus"
"63",920,2017,NA,589,"18","M26","","AH","27_VI_14","Mammal","Carnivora","Canis","familiaris ","Dog","#N/A","Tarsal","","L","1","","",1,NA,"","","","","","","","",NA,"",0,"","",NA,"","","","",NA,"","","","","part of tarsals and foot of single individual, rough and white, chalky (boiled?)","Tarsal///part of tarsals and foot of single individual, rough and white, chalky (boiled?)","Tarsal"
"64",921,2017,NA,589,"18","M26","","AH","27_VI_14","Mammal","Carnivora","Canis","familiaris ","Dog","#N/A","Tarsal","","L","1","","",1,NA,"","","","","","","","",NA,"",0,"","",NA,"","","","",NA,"","","","","part of tarsals and foot of single individual, rough and white, chalky (boiled?)","Tarsal///part of tarsals and foot of single individual, rough and white, chalky (boiled?)","Tarsal"
"65",922,2017,NA,589,"18","M26","","AH","27_VI_14","Mammal","Carnivora","Canis","familiaris ","Dog","#N/A","Tarsal","","L","1","","",1,NA,"","","","","","","","",NA,"",0,"","",NA,"","","","",NA,"","","","","part of tarsals and foot of single individual, rough and white, chalky (boiled?)","Tarsal///part of tarsals and foot of single individual, rough and white, chalky (boiled?)","Tarsal"
"66",923,2017,NA,589,"18","M26","","AH","27_VI_14","Mammal","Carnivora","Canis","familiaris ","Dog","#N/A","Mt","II","L","0.5","3-Proximal and shaft","4-Modern",1,NA,"","","FU- Fused","","ND","","","",NA,"",0,"","",NA,"","","2","",NA,"","","3-Proximal and shaft","II","part of tarsals and foot of single individual, rough and white, chalky (boiled?)","Mt/3-Proximal and shaft/II/part of tarsals and foot of single individual, rough and white, chalky (boiled?)","Metatarsal"
"67",924,2017,NA,589,"18","M26","","AH","27_VI_14","Mammal","Carnivora","Canis","familiaris ","Dog","#N/A","Mt","III","L","0.5","3-Proximal and shaft","4-Modern",1,NA,"","","FU- Fused","","ND","","","",NA,"",0,"","",NA,"","","2","",NA,"","","3-Proximal and shaft","III","part of tarsals and foot of single individual, rough and white, chalky (boiled?)","Mt/3-Proximal and shaft/III/part of tarsals and foot of single individual, rough and white, chalky (boiled?)","Metatarsal"
"68",925,2017,NA,589,"18","M26","","AH","27_VI_14","Mammal","Carnivora","Canis","familiaris ","Dog","#N/A","Mt","IV","L","0.2","3-Proximal and shaft","4-Modern",1,NA,"","","FU- Fused","","ND","","","",NA,"",0,"","",NA,"","","2","",NA,"","","3-Proximal and shaft","IV","part of tarsals and foot of single individual, rough and white, chalky (boiled?)","Mt/3-Proximal and shaft/IV/part of tarsals and foot of single individual, rough and white, chalky (boiled?)","Metatarsal"
"69",926,2017,NA,589,"18","M26","","AH","27_VI_14","Mammal","General","large","","large mammal","#N/A","rib","","","0.4","4-Distal and shaft","1",2,2,"","","","","","","","",NA,"",0,"","",NA,"","","","",NA,"","","4-Distal and shaft","","","rib/4-Distal and shaft//","Ribs"
"70",927,2017,NA,589,"18","M26","","AH","27_VI_14","Mammal","General","medium","","medium mammal","#N/A","unknown","Frags","","0","","4-Modern",1,NA,"","","","","","","","",NA,"",0,"","",NA,"","","","",NA,"","","","frag","Likely part of the dog tarsal individual","unknown//frag/Likely part of the dog tarsal individual","ND frags"
"71",928,2017,NA,589,"18","M26","","AH","27_VI_14","Mammal","General","medium-large","","medium-large mammal","#N/A","shaft","Frags","","0","8- pieces grouped together ","5-Mixed",3,NA,"","","","","","","","",NA,"",0,"","",NA,"","","","",NA,"","","8- pieces grouped together ","frag","","shaft/8- pieces grouped together /frag/","Shaft frags"
