"","ID","YEAR","Volume","Lote","Operacion","Unidad","EL.","Investigator","Fecha","Class","Category","Genus","Species","Name","CF","R_El","R_info","Side","Completeness..0.frag..1.complete.","R_portion","Fragmentation","NISP","MNE","Estimate.AGE","Fusion.wear","Proximal","Shaft","Distal","Taphonomy","Photographed","Bird.to.confirm.ID","Additional.analysis","Quality.of.heat.fire.exposure","X..Charred","X..Heat.exposed","Carnivore","Rodent","Worked","Butchery","Weathering","Other","Calcined","Measurements","Location.of.measurement","Portion","Comments","R_El.R_info.Portion.Comments","New_El"
"220",220,"2016",0.398,"212","17","I22","","AGMR","5_VIII_13","Mammal","General","","","mammal","#N/A","unknown","","","0","",NA,1,NA,NA,"",NA,NA,NA,"worked bone","","","",NA,NA,NA,NA,NA,1,NA,NA,"",NA,"","","","worked into point, possibly top of an awl? Slight polish on tip. ","unknown///worked into point, possibly top of an awl? Slight polish on tip. ","ND frags"
"221",221,"2016",0.398,"212","17","I22","","AGMR","5_VIII_13","Mammal","Artiodactyla","Odocoileus","virginianus","White-tailed deer","#N/A","antler","","","0","",NA,1,NA,NA,"",NA,NA,NA,"worked antler","","","",NA,NA,NA,NA,NA,1,NA,NA,"",NA,"","","shaft","appears to be a fragment of deer anter. one end was broken or flaked before smoothing the surface, the other appears to be broken after working. ","antler//shaft/appears to be a fragment of deer anter. one end was broken or flaked before smoothing the surface, the other appears to be broken after working. ","Antler"
"222",222,"2016",0.398,"212","17","I22","","AGMR","5_VIII_13","Bird","Galliformes","Colinus","virginianus","Northern bobwhite","#N/A","tarsometatarsus","","R","0.3","4-Distal and shaft",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","4-Distal and shaft","missing distal posterior","tarsometatarsus//4-Distal and shaft/missing distal posterior","Tarsometatarsus"
"223",223,"2016",0.398,"212","17","I22","","AGMR","5_VIII_13","Bird","Galliformes","Meleagris","gallopavo","Guajolote","#N/A","humerus","","L","1","7- whole and unbroken",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","MNE=1 broken into two recently","humerus///MNE=1 broken into two recently","Humerus"
"224",224,"2016",0.398,"212","17","I22","","AGMR","5_VIII_13","Bird","General","","","Bird","#N/A","unknown","","","0","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","long bone","unknown///long bone","ND frags"
"225",225,"2016",0.398,"212","17","I22","","AGMR","5_VIII_13","Fish","Marine fish","Carangidae","","Jack fish","#N/A","Vert ND","","","0.8","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","Indentified by bernando, marine fish","Vert ND///Indentified by bernando, marine fish","Vert ND"
"226",226,"2016",0.398,"212","17","I22","","AGMR","5_VIII_13","Unknown","NID","","","NID","#N/A","unknown","","","0","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","unknown///","ND frags"
"227",227,"2016",0.398,"212","17","I22","","AGMR","5_VIII_13","Reptile","Testudine","","","Turtle","#N/A","carapace/plastron","Plastron?","","0","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","Appears to be from bridge or adominal plastron","","carapace/plastron/Plastron?/Appears to be from bridge or adominal plastron/","ND Scute"
"228",228,"2016",0.2115,"216","17","J20 ","","AGMR","5_VIII_13","Mammal","Carnivora","Canis","familiaris ","cf. Tlachichi","cf. Tlachichi","metatarsal","III","R","1","7- whole and unbroken",NA,1,NA,NA,"Y",NA,NA,NA,"","","","Appears to be natural, i.e. No heat exposure; Length43.62; proximal:10.95x7.02 (hxw); Distal6.73x7.54 (wxh). The ends appear to bbe quite robust for the length of this bone. III is longer than II, Since metatarsal II of Tlachichi is 31.7-38.5, this may be a large tlachichi or small dog. ",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","Possibly Tlachichi?","metatarsal/III//Possibly Tlachichi?","Metatarsal"
"229",229,"2016",0.2115,"216","17","J20 ","","AGMR","5_VIII_13","Mammal","General","medium","","medium mammal","#N/A","Vert ND","Epiphysis","","1","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","Cranial","probably lumbar","Vert ND/Epiphysis/Cranial/probably lumbar","Vert ND"
"230",230,"2016",0.2115,"216","17","J20 ","","AGMR","5_VIII_13","Mammal","General","","","mammal","#N/A","unknown","","","0","8- pieces grouped together ",NA,13,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","unknown///","ND frags"
"231",231,"2016",0.2115,"216","17","J20 ","","AGMR","5_VIII_13","Mammal","Rodentia","Cratogeomys","fumosus thylorhinus","Smokey pocket gopher","#N/A","cranial","Zygomatic","R","0.7","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","cranial/Zygomatic//","Cranium"
"232",232,"2016",0.2115,"216","17","J20 ","","AGMR","5_VIII_13","Reptile","Testudine","Trachemys","sp.","Slider turtle","#N/A","carapace","Costal scute","","0","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","carapace/Costal scute//","Carapace"
"233",233,"2016",0.2115,"216","17","J20 ","","AGMR","5_VIII_13","Bird","Anseriformes","Anatidae","","Waterfowl","#N/A","ulna","","R","1","7- whole and unbroken",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","for size, only anatidae in Gilbert that fits in size is wood duck Aix sponsa. Could not verify with photos ","ulna///for size, only anatidae in Gilbert that fits in size is wood duck Aix sponsa. Could not verify with photos ","Ulna"
"234",234,"2016",0.2115,"216","17","J20 ","","AGMR","5_VIII_13","Bird","Anseriformes","Anatidae","","Waterfowl","#N/A","radius","","R","0.3","?",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","for size, along with other species, this specimen fits in size with Aix sponsa, and being from the same size, these two are likely from the same individual.  ","radius///for size, along with other species, this specimen fits in size with Aix sponsa, and being from the same size, these two are likely from the same individual.  ","Radius"
"235",235,"2016",0.398,"212","17","I22","","AGMR","5_VIII_13","Fossil","","Shark","Sp.","Fossil shark from cretaceous","#N/A","tooth","","","1","",NA,1,NA,NA,"",NA,NA,NA,"charred and perforated","179-80","","",NA,1,NA,NA,NA,1,NA,NA,"",NA,"","","","shark tooth, fossil is black, appears to be from Cretaceous period, perforated in the root area as if for a pendant.","tooth///shark tooth, fossil is black, appears to be from Cretaceous period, perforated in the root area as if for a pendant.","Tth ND"
"236",236,"2016",0.398,"212","17","I22","","AGMR","5_VIII_13","Mammal","General","","","mammal","#N/A","shaft","","","0","",NA,1,NA,NA,"",NA,NA,NA,"needle","","","",NA,NA,NA,NA,NA,1,NA,NA,"",NA,"","","","shaft fragment of a needle","shaft///shaft fragment of a needle","Shaft frags"
"237",237,"2016",0.027,"221","17","G22","","AGMR","6_VIII_13","Mammal","General","","","mammal","#N/A","shaft","","","0","",NA,1,NA,NA,"",NA,NA,NA,"needle","","","",NA,NA,NA,NA,NA,1,NA,NA,"",NA,"","","","shaft fragment of needle, point not visible but other end is broken at the eye of the needle. Well polished","shaft///shaft fragment of needle, point not visible but other end is broken at the eye of the needle. Well polished","Shaft frags"
"238",238,"2016",0.003,"218","17","H22","","AGMR","6_VIII_13","Mammal","General","","","mammal","#N/A","unknown","","","0","8- pieces grouped together ",NA,5,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","unknown///","ND frags"
"239",239,"2016",0.027,"221","17","G22","","AGMR","6_VIII_13","Bird","General","medium-large","","medium-large bird","#N/A","furcula","","","0.5","Anterior",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","anterior","","furcula//anterior/","Furcula"
"240",240,"2016",0.027,"221","17","G22","","AGMR","6_VIII_13","Mammal","Carnivora","Canis","familiaris ","Dog","#N/A","rib","","","0.3","3-Proximal and shaft",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","head","","rib//head/","Ribs"
"241",241,"2016",0.027,"221","17","G22","","AGMR","6_VIII_13","Mammal","Artiodactyla","Artiodactyla","","Artiodactyl","#N/A","rib","","","0","5-Shaft only",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","shaft","","rib//shaft/","Ribs"
"242",242,"2016",0.027,"221","17","G22","","AGMR","6_VIII_13","Mammal","General","","","mammal","#N/A","unknown","","","0","8- pieces grouped together ",NA,5,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","unknown///","ND frags"
"243",243,"2016",0.027,"221","17","G22","","AGMR","6_VIII_13","Unknown","NID","","","NID","#N/A","unknown","","","0","8- pieces grouped together ",NA,2,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","unknown///","ND frags"
"244",244,"2016",0.0402,"215","17","H21","","AGMR","5_VIII_13","Mammal","General","","","mammal","#N/A","unknown","","","0","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","unknown///","ND frags"
"245",245,"2016",0.0588,"213","17","H20","","MRD","5_VIII_13","Mammal","Artiodactyla","Artiodactyla","","Artiodactyl","#N/A","scapula","","","0","5-Shaft only",NA,1,NA,NA,"No",NA,NA,NA,"see notes","","","",NA,NA,NA,NA,NA,1,NA,NA,"",NA,"","","margin and partial blade","possibly charred or coloured by some growth","scapula//margin and partial blade/possibly charred or coloured by some growth","Scapula"
"246",246,"2016",0.0588,"213","17","H20","","MRD","5_VIII_13","Mammal","General","","","mammal","#N/A","unknown","","","0","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","unknown///","ND frags"
"247",247,"2016",0.262,"201","17","H19N","","MRD","2_VIII_13","Mammal","Human","","","Human","#N/A","","","","0","",NA,1,NA,NA,"",NA,NA,NA,"see notes","","","",NA,NA,NA,NA,NA,NA,1,NA,"",NA,"","","","","///",NA
"248",248,"2016",0.262,"201","17","H19N","","MRD","2_VIII_13","Mammal","General","","","mammal","#N/A","unknown","","","0","8- pieces grouped together ",NA,4,NA,NA,"",NA,NA,NA,"see notes","","","",NA,NA,NA,1,NA,NA,NA,NA,"1",NA,"","","","1 carnivore chewed, 1 with dark concretions superficially making it look burnt. ","unknown///1 carnivore chewed, 1 with dark concretions superficially making it look burnt. ","ND frags"
"249",249,"2016",0.262,"201","17","H19N","","MRD","2_VIII_13","Unknown","NID","","","NID","#N/A","unknown","","","0","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","looks superficially a weird lumpy fsh spine, not mammal. ","unknown///looks superficially a weird lumpy fsh spine, not mammal. ","ND frags"
"250",250,"2016",0.27,"374","18","M21","","DHS","28_V_14","Mammal","Human","","","Human","#N/A","","","","0","8- pieces grouped together ",NA,30,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","appears to be all human, many fragments, only identifyiable are human. NISP is min","///appears to be all human, many fragments, only identifyiable are human. NISP is min",NA
"251",251,"2016",0.2968,"368","18","K21","EL 17","LH","27_V_14","Mammal","Artiodactyla","Odocoileus","virginianus","White-tailed deer","#N/A","mandible","","R","0.3","5-Shaft only",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","socket for M3 and part of M2","EL17","mandible//socket for M3 and part of M2/EL17","Mandible"
"252",252,"2016",0.2968,"368","18","K21","EL 17","LH","27_V_14","Mammal","Human","","","Human","#N/A","","","","0","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","EL17","///EL17",NA
"253",253,"2016",0.2968,"368","18","K21","EL 17","LH","27_V_14","Mammal","General","","","mammal","#N/A","unknown","","","0","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","EL17","unknown///EL17","ND frags"
"254",254,"2016",0.001,"384","18","N23","EL 20","DHS","29_V_14","Mammal","Artiodactyla","Odocoileus","virginianus","White-tailed deer","#N/A","patella","","R","1","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","EL20","patella///EL20","Patella"
"255",255,"2016",0.001,"384","18","N23","EL 20","DHS","29_V_14","Mammal","General","","","mammal","#N/A","unknown","","","0","8- pieces grouped together ",NA,3,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","EL20","unknown///EL20","ND frags"
"256",256,"2016",0.001,"384","18","N23","EL 20","DHS","29_V_14","Mammal","Human","","","Human","#N/A","","","","0","8- pieces grouped together ",NA,15,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","A number of unidentifiable fragments, among others, that are more likely human than other mamma","///A number of unidentifiable fragments, among others, that are more likely human than other mamma",NA
"257",257,"2016",0.534,"363","18","K21","EL 17","LH","27_V_14","Fish","Marine fish","Carangidae","cf. Caranx sp. ","Jack fish","cf. Caranx sp. ","Caudal","","","0.7","",NA,1,NA,NA,"",NA,NA,NA,"","177-8","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","body and dorsal","EL 17; del mar, likely Caranx sp. which is found at Teo.","Caudal//body and dorsal/EL 17; del mar, likely Caranx sp. which is found at Teo.","Caudal"
"258",258,"2016",0.534,"363","18","K21","EL 17","LH","27_V_14","Mammal","Human","","","Human","#N/A","","","","0","8- pieces grouped together ",NA,3,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","EL17","///EL17",NA
"259",259,"2016",0.534,"363","18","K21","EL 17","LH","27_V_14","Mammal","General","","","mammal","#N/A","unknown","","","0","8- pieces grouped together ",NA,3,NA,NA,"",NA,NA,NA,"one heat exposed","","","",NA,NA,1,NA,NA,NA,NA,NA,"",NA,"","","","EL17","unknown///EL17","ND frags"
"260",260,"2016",0.76,"369","18","L23","","LH","27_V_14","Mammal","General","","","mammal","#N/A","unknown","","","0","8- pieces grouped together ",NA,6,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","unknown///","ND frags"
"261",261,"2016",0.001,"367","18","L20","EL 18","LH","27_V_14","Mammal","Artiodactyla","Odocoileus","virginianus","White-tailed deer","#N/A","antler","","","0","",NA,1,NA,NA,"",NA,NA,NA,"worked antler","","","",NA,NA,NA,NA,NA,1,NA,NA,"",NA,"","","","Six fragments of antler, one seems to be abraded smooth across a small portion","antler///Six fragments of antler, one seems to be abraded smooth across a small portion","Antler"
"262",262,"2016",0.001,"367","18","L20","EL 18","LH","27_V_14","Mammal","General","","","mammal","#N/A","unknown","","","0","8- pieces grouped together ",NA,6,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","EL18","unknown///EL18","ND frags"
"263",263,"2016",0.001,"330","18","N22","EL 15","DHS","22_V_14","Bird","Other bird","Columbidae","sp.","Pigeon","#N/A","ulna","","R","0.8","3-Proximal and shaft",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","proximal","EL15","ulna//proximal/EL15","Ulna"
"264",264,"2016",0.001,"330","18","N22","EL 15","DHS","22_V_14","Mammal","Human","","","Human","#N/A","","","","0","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","///",NA
"265",265,"2016",0.001,"330","18","N22","EL 15","DHS","22_V_14","Bird","Other bird","Columbidae","sp.","Pigeon","#N/A","humerus","","R","0.8","3-Proximal and shaft",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","proximal","EL15","humerus//proximal/EL15","Humerus"
"266",266,"2016",0.001,"330","18","N22","EL 15","DHS","22_V_14","Fish","Marine fish","Marine fish","","Marine fish","#N/A","Other","Urostyle","","0.5","",NA,1,NA,NA,"",NA,NA,NA,"","174","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","fin part","Part of urostyle of a fish that is larger than one that would be found in fresh water, EL15","Other/Urostyle/fin part/Part of urostyle of a fish that is larger than one that would be found in fresh water, EL15","Other"
"267",267,"2016",0.2968,"368","18","K21","EL 17","LH","28_V_14","Mammal","General","","","mammal","#N/A","unknown","","","0","8- pieces grouped together ",NA,2,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","EL17","unknown///EL17","ND frags"
"268",268,"2016",0.001,"330","18","N22","EL 15","DHS","24_V_14","Mammal","Artiodactyla","Odocoileus","virginianus","White-tailed deer","#N/A","Pelvis Acetabulum","","R","0","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","partial ischium and acetabulum","EL15","Pelvis Acetabulum//partial ischium and acetabulum/EL15","Pelvis Acetabulum"
"269",269,"2016",0.001,"330","18","N22","EL 15","DHS","24_V_14","Mammal","Artiodactyla","Odocoileus","virginianus","White-tailed deer","#N/A","frag","","R","0","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","fragment of crest just above supraorbital fossa","EL15","frag//fragment of crest just above supraorbital fossa/EL15","ND frags"
"270",270,"2016",0.001,"330","18","N22","EL 15","DHS","24_V_14","Mammal","Rodentia","Cricetidae","","Rat/Mouse","#N/A","humerus","","L","0.9","3-Proximal and shaft",NA,1,NA,NA,"N",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","missing distal condyles","EL15","humerus//missing distal condyles/EL15","Humerus"
"271",271,"2016",0.001,"330","18","N22","EL 15","DHS","24_V_14","Mammal","General","","","mammal","#N/A","unknown","","","0","8- pieces grouped together ",NA,9,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","EL15","unknown///EL15","ND frags"
"272",272,"2016",0.001,"498","18","J24","","","","Fish","Marine fish","Lutjanus ","sp.","Snapper","#N/A","cranial","Opercular","L","0.7","",NA,1,NA,NA,"",NA,NA,NA,"cocido/heat exposed","Photo","","",NA,NA,1,NA,NA,NA,NA,NA,"",NA,"","","Articulation ","EL25, Fauna with Ent #3","cranial/Opercular/Articulation /EL25, Fauna with Ent #3","Cranium"
"273",273,"2016",0.001,"498","18","J24","","","","Mammal","Carnivora","Canis","familiaris ","Dog","#N/A","metacarpal","II","L","1","7- whole and unbroken",NA,1,NA,NA,"Y",NA,NA,NA,"","","","Heat exposed, likely indirect (boiling). Length 43.46 prox. 6.63x9.44, distal7x6.58",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","EL25","metacarpal/II//EL25","Metacarpal"
"274",274,"2016",0.001,"498","18","J24","","","","Mammal","Carnivora","Canis","familiaris ","Dog","#N/A","rib","","L","1","7- whole and unbroken",NA,1,NA,NA,"N",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","EL25, young","rib///EL25, young","Ribs"
"275",275,"2016",0.001,"498","18","J24","","","","Mammal","Artiodactyla","Odocoileus","virginianus","White-tailed deer","#N/A","antler","","","0","8- pieces grouped together ",NA,3,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","shaft","EL25, two pieces fit together, recent fracture. While it superficially appears to have a modified shape, it could also be abrasion of an ancient break. ","antler//shaft/EL25, two pieces fit together, recent fracture. While it superficially appears to have a modified shape, it could also be abrasion of an ancient break. ","Antler"
"276",276,"2016",0.001,"498","18","J24","","","","Mammal","General","","","mammal","#N/A","unknown","","","0","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","EL25","unknown///EL25","ND frags"
"277",277,"2016",1.04,"441","SOTD","P51","","GMB","6_VI_14","Mammal","Artiodactyla","Odocoileus","virginianus","White-tailed deer","#N/A","Calcaneous","","L","0.9","",NA,1,NA,NA,"Y",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","MNE=1, three refitting pieces, freshly broken","Calcaneous///MNE=1, three refitting pieces, freshly broken","Calcaneus"
"278",278,"2016",1.04,"441","SOTD","P51","","GMB","6_VI_14","Mammal","Leporidae","Lepus","sp.","Hare","#N/A","humerus","","R","0.7","3-Proximal and shaft",NA,1,NA,NA,"N",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","proximal","missing proximal epiphyses","humerus//proximal/missing proximal epiphyses","Humerus"
"279",279,"2016",1.04,"441","SOTD","P51","","GMB","6_VI_14","Mammal","Leporidae","Sylvilagus","floridanus","Eastern cottontail","#N/A","metatarsal","II","L","1","7- whole and unbroken",NA,1,NA,NA,"Y",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","metatarsal/II//","Metatarsal"
"280",280,"2016",1.04,"441","SOTD","P51","","GMB","6_VI_14","Mammal","General","medium","","medium mammal","#N/A","rib","","","0","8- pieces grouped together ",NA,3,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","rib///","Ribs"
"281",281,"2016",1.04,"441","SOTD","P51","","GMB","6_VI_14","Mammal","General","","","mammal","#N/A","unknown","","","0","8- pieces grouped together ",NA,15,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","fairly large chunks, most +2cm","unknown///fairly large chunks, most +2cm","ND frags"
"282",282,"2016",1.04,"441","SOTD","P51","","GMB","6_VI_14","Mammal","Human","","","Human","#N/A","","","","0","8- pieces grouped together ",NA,3,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","///",NA
"283",283,"2016",0.36,"492","18","K24","","DHS","13_VI_14","Mammal","General","medium-large","","medium-large mammal","#N/A","rib","","","0","5-Shaft only",NA,3,NA,NA,"",NA,NA,NA,"see notes","","","",NA,NA,NA,NA,NA,1,NA,NA,"",NA,"","","shaft fragemnt","one likely intentionally cut/broken ","rib//shaft fragemnt/one likely intentionally cut/broken ","Ribs"
"284",284,"2016",0.36,"492","18","K24","","DHS","13_VI_14","Mammal","General","medium-large","","medium-large mammal","#N/A","rib","","","0","5-Shaft only",NA,2,NA,NA,"",NA,NA,NA,"Heated + worked","PHOTO","","",NA,NA,2,NA,NA,2,NA,NA,"",NA,"","","shaft fragemnt","both fragment appear to have been burnt/scored and then broken along the line. One has a visible burning/score line unbroken","rib//shaft fragemnt/both fragment appear to have been burnt/scored and then broken along the line. One has a visible burning/score line unbroken","Ribs"
"285",285,"2016",0.36,"492","18","K24","","DHS","13_VI_14","Mammal","General","","","mammal","#N/A","unknown","","","0","8- pieces grouped together ",NA,6,NA,NA,"",NA,NA,NA,"heated + one cut","","","",NA,NA,6,NA,NA,NA,1,NA,"",NA,"","","","dark brown suggests heating of bone (exposure to fire), one has a small patch of cutmarks","unknown///dark brown suggests heating of bone (exposure to fire), one has a small patch of cutmarks","ND frags"
"286",286,"2016",0.36,"492","18","K24","","DHS","13_VI_14","Mammal","General","","","mammal","#N/A","unknown","","","0","8- pieces grouped together ",NA,4,NA,NA,"",NA,NA,NA,"calcined","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",1,"","","","1 partially calcined","unknown///1 partially calcined","ND frags"
"287",287,"2016",0.36,"492","18","K24","","DHS","13_VI_14","Mammal","General","","","mammal","#N/A","unknown","","","0","8- pieces grouped together ",NA,4,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","unknown///","ND frags"
"288",288,"2016",0.36,"492","18","K24","","DHS","13_VI_14","Bird","Galliformes","Meleagris","gallopavo","Guajolote","#N/A","femur","","R","0","2-Distal epiphysis",NA,1,NA,NA,"""y""",NA,NA,NA,"charred","","","",NA,1,NA,NA,NA,NA,NA,NA,"",NA,"","","internal condoyle","fully grown, regular size, completely charred","femur//internal condoyle/fully grown, regular size, completely charred","Femur"
"289",289,"2016",0.36,"492","18","K24","","DHS","13_VI_14","Bird","Galliformes","Meleagris","gallopavo","Guajolote","#N/A","femur","","R","0","5-Shaft only",NA,1,NA,NA,"see notes",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","posterior shaft","three fragments of the posterior shaft of a small sized femur, two fit togther, the other contains the posterior nutrient foramina. Robustness of linea suggest adult or near adult. Some parts overlap with internal condyle and must be at least two individuals. ","femur//posterior shaft/three fragments of the posterior shaft of a small sized femur, two fit togther, the other contains the posterior nutrient foramina. Robustness of linea suggest adult or near adult. Some parts overlap with internal condyle and must be at least two individuals. ","Femur"
"290",290,"2016",0.36,"492","18","K24","","DHS","13_VI_14","Bird","Galliformes","Meleagris","gallopavo","Guajolote","#N/A","tarsometatarsus","","R","0.3","3-Proximal and shaft",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","proximal","","tarsometatarsus//proximal/","Tarsometatarsus"
"291",291,"2016",0.36,"492","18","K24","","DHS","13_VI_14","Bird","Galliformes","Meleagris","gallopavo","Guajolote","#N/A","rib","","","0.8","3-Proximal and shaft",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","adult size","rib///adult size","Ribs"
"292",292,"2016",0.36,"492","18","K24","","DHS","13_VI_14","Bird","Galliformes","Meleagris","gallopavo","Guajolote","#N/A","fibula","","R","0.3","3-Proximal and shaft",NA,1,NA,NA,"see notes",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","proximal","very small, smaller than guajolote chick of about 2 months old","fibula//proximal/very small, smaller than guajolote chick of about 2 months old","Fibula"
"293",293,"2016",0.36,"492","18","K24","","DHS","13_VI_14","Bird","Galliformes","Meleagris","gallopavo","Guajolote","#N/A","radius","","L","1","5-Shaft only",NA,1,NA,NA,"N",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","very small, shape matched guajolote, appearance of a very young bird, smaller than specimen of about 2 months. Whole, missing epiphyses","radius///very small, shape matched guajolote, appearance of a very young bird, smaller than specimen of about 2 months. Whole, missing epiphyses","Radius"
