"","ID","YEAR","Volume","Lote","Operacion","Unidad","EL.","Investigator","Fecha","Class","Category","Genus","Species","Name","CF","R_El","R_info","Side","Completeness..0.frag..1.complete.","R_portion","Fragmentation","NISP","MNE","Estimate.AGE","Fusion.wear","Proximal","Shaft","Distal","Taphonomy","Photographed","Bird.to.confirm.ID","Additional.analysis","Quality.of.heat.fire.exposure","X..Charred","X..Heat.exposed","Carnivore","Rodent","Worked","Butchery","Weathering","Other","Calcined","Measurements","Location.of.measurement","Portion","Comments","R_El.R_info.Portion.Comments","New_El"
"389",389,"2016",0.13,"557","18","K23","EL.28","GMB","21_VI_14","Mammal","Artiodactyla","Artiodactyla","","Artiodactyl","#N/A","Thoracic","","","0.3","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","spine","two refitting pieces of complete dorsal spineous process","Thoracic//spine/two refitting pieces of complete dorsal spineous process","Thoracic"
"390",390,"2016",0.13,"557","18","K23","EL.28","GMB","21_VI_14","Mammal","Artiodactyla","Artiodactyla","","Artiodactyl","#N/A","shaft","","","0","",NA,1,NA,NA,"",NA,NA,NA,"polish","","","",NA,NA,NA,NA,NA,1,NA,NA,"",NA,"","","shaft","Exterior surface highly polished, fragment of larger polished object. ","shaft//shaft/Exterior surface highly polished, fragment of larger polished object. ","Shaft frags"
"391",391,"2016",0.13,"557","18","K23","EL.28","GMB","21_VI_14","Mammal","General","","","mammal","#N/A","Tool","Needle","","0","5-Shaft only",NA,1,NA,NA,"",NA,NA,NA,"needle, heat exposed, highly polished","","","",NA,NA,NA,NA,NA,1,NA,NA,"",NA,"","","shaft","two refitting parts of needle, exposed to heat, missing tapered point and one end begins to taper flat. Highly polished","Tool/Needle/shaft/two refitting parts of needle, exposed to heat, missing tapered point and one end begins to taper flat. Highly polished","Tool"
"392",392,"2016",0.13,"557","18","K23","EL.28","GMB","21_VI_14","Mammal","Human","","","Human","#N/A","","","","0","8- pieces grouped together ",NA,2,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","///",NA
"393",393,"2016",0.13,"557","18","K23","EL.28","GMB","21_VI_14","Mammal","General","","","mammal","#N/A","unknown","","","0","8- pieces grouped together ",NA,6,NA,NA,"",NA,NA,NA,"1 heat exposed","","","",NA,NA,1,NA,NA,NA,NA,NA,"",NA,"","","","","unknown///","ND frags"
"394",394,"2016",0.13,"557","18","K23","EL.28","GMB","21_VI_14","Mammal","Leporidae","Leporidae","","Rabbit/hare","#N/A","Thoracic","12","","0.9","",NA,1,NA,NA,"see notes",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","cranial fused, caudal unfused","Thoracic/12//cranial fused, caudal unfused","Thoracic"
"395",395,"2016",0.4,"567","18","M26","","AH","23_VI_14","Mammal","Human","","","Human","#N/A","","","","0","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","this bag only contained a single human tooth","///this bag only contained a single human tooth",NA
"396",396,"2016",0.03,"547","18","K24","","GMB","19_VI_14","Mammal","Leporidae","Leporidae","","Rabbit/hare","#N/A","Calcaneous","","L","0.6","",NA,1,NA,NA,"N",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","medial face","","Calcaneous//medial face/","Calcaneus"
"397",397,"2016",0.59,"576","18","I20","EL.31","","","Mammal","Artiodactyla","Odocoileus","virginianus","White-tailed deer","#N/A","scapula","","L","0.6","4-Distal and shaft",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","complete head, neck and acromian process, complete caudal border, and .8 of cranial border as well as base of spine. .7 of distal border missing as well as most of supraspinous fossa.","Fauna found with Entierro. 6 refitting fragments, recent breaks. Head 36.5x25.27","scapula//complete head, neck and acromian process, complete caudal border, and .8 of cranial border as well as base of spine. .7 of distal border missing as well as most of supraspinous fossa./Fauna found with Entierro. 6 refitting fragments, recent breaks. Head 36.5x25.27","Scapula"
"398",398,"2016",0.59,"576","18","I20","EL.31","","","Mammal","General","medium","","medium mammal","#N/A","rib","","","0","5-Shaft only",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","shaft","Fauna found with Entierro ","rib//shaft/Fauna found with Entierro ","Ribs"
"399",399,"2016",0.59,"576","18","I20","EL.31","","","Mammal","Artiodactyla","Odocoileus","virginianus","White-tailed deer","#N/A","antler","","","0","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","shaft","Fauna found with Entierro, small fragment of antler, identified by the microscopic structure of the compact bone.  ","antler//shaft/Fauna found with Entierro, small fragment of antler, identified by the microscopic structure of the compact bone.  ","Antler"
"400",400,"2016",0.59,"576","18","I20","EL.31","","","Bird","Anseriformes","Anatidae","","Waterfowl","#N/A","humerus","","R","0.1","1-Proximal epiphysis",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","proximal","Fauna found with Entierro, size is small","humerus//proximal/Fauna found with Entierro, size is small","Humerus"
"401",401,"2016",0.23,"513","18","K24","","DHS","16_VI_14","Mammal","Artiodactyla","Odocoileus","virginianus","White-tailed deer","#N/A","Pelvis Acetabulum","","R","0.5","",NA,1,NA,NA,"Y",NA,NA,NA,"heat exposure","","","",NA,NA,1,NA,NA,NA,NA,NA,"",NA,"","","partial neck of illium, complete acetabulum and ischium, and neck of pubis where it attaches to acetabulum","three recently broken and refitting parts, no visible cut marks but hard to tell with all the crap stuck to this bone. Length of acetabulum:31.6; Male","Pelvis Acetabulum//partial neck of illium, complete acetabulum and ischium, and neck of pubis where it attaches to acetabulum/three recently broken and refitting parts, no visible cut marks but hard to tell with all the crap stuck to this bone. Length of acetabulum:31.6; Male","Pelvis Acetabulum"
"402",402,"2016",0.23,"513","18","K24","","DHS","16_VI_14","Mammal","General","","","mammal","#N/A","unknown","","","0","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","unknown///","ND frags"
"403",403,"2016",0.13,"546","18","K24","","GMB","19_VI_14","Mammal","Artiodactyla","Artiodactyla","","Artiodactyl","#N/A","rib","","R","0.5","3-Proximal and shaft",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","Dorsal","","rib//Dorsal/","Ribs"
"404",404,"2016",0.13,"546","18","K24","","GMB","19_VI_14","Mammal","General","","","mammal","#N/A","Tool","Needle","","?","4-Distal and shaft",NA,1,NA,NA,"",NA,NA,NA,"","165","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","shaft and needle point","58.5mm long","Tool/Needle/shaft and needle point/58.5mm long","Tool"
"405",405,"2016",0.13,"546","18","K24","","GMB","19_VI_14","Mammal","General","small","","small mammal","#N/A","clavical","","","1","",NA,1,NA,NA,"N",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","not squirrel, couldnt compare with rabbit","clavical///not squirrel, couldnt compare with rabbit","Clavical"
"406",406,"2016",0.13,"546","18","K24","","GMB","19_VI_14","Mammal","General","","","mammal","#N/A","unknown","","","0","8- pieces grouped together ",NA,6,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","unknown///","ND frags"
"407",407,"2016",0.13,"557","18","K23","EL.28","GMB","21_VI_14","Mammal","Artiodactyla","Artiodactyla","","Artiodactyl","#N/A","shaft","","","0","",NA,1,NA,NA,"",NA,NA,NA,"worked and burnt","","","",NA,1,NA,NA,NA,NA,NA,NA,"",NA,"","","shaft","thick bone shaft worked into a dull point at one end (wide, unlike a needle) and partially burnt at the other end","shaft//shaft/thick bone shaft worked into a dull point at one end (wide, unlike a needle) and partially burnt at the other end","Shaft frags"
"408",408,"2016",0.16,"556","18","K25","","AH","21_VI_14","Mammal","General","","","mammal","#N/A","Tool","Needle","","?","3-Proximal and shaft",NA,1,NA,NA,"",NA,NA,NA,"needle, polished","162","","",NA,NA,NA,NA,NA,1,NA,NA,"",NA,"","","eye and shaft","two fragments of a long needle, appears to be almost complete, polished. Slight curve towards end where point would be. Very narrow and delicate. Joined length 85.9mm","Tool/Needle/eye and shaft/two fragments of a long needle, appears to be almost complete, polished. Slight curve towards end where point would be. Very narrow and delicate. Joined length 85.9mm","Tool"
"409",409,"2016",0.16,"556","18","K25","","AH","21_VI_14","Mammal","General","","","mammal","#N/A","Tool","Needle","","0","5-Shaft only",NA,1,NA,NA,"",NA,NA,NA,"needle, polished","","","",NA,NA,NA,NA,NA,1,NA,NA,"",NA,"","","shaft","shaft fragment of narrow needle.","Tool/Needle/shaft/shaft fragment of narrow needle.","Tool"
"410",410,"2016",0.068,"590","18","I22","","DHS","26_VI_14","Mammal","Artiodactyla","Artiodactyla","","Artiodactyl","#N/A","rib","","","0.3","3-Proximal and shaft",NA,2,NA,NA,"N",NA,NA,NA,"one heat exposed?","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","Dorsal","Two distinct rib heads and shafts, one shaft that fits with the smaller rib. Both appear to juvenile, one may have been heat exposed. ","rib//Dorsal/Two distinct rib heads and shafts, one shaft that fits with the smaller rib. Both appear to juvenile, one may have been heat exposed. ","Ribs"
"411",411,"2016",0.068,"590","18","I22","","DHS","26_VI_14","Mammal","Artiodactyla","Artiodactyla","","Artiodactyl","#N/A","sacrum","Cranial epiphysis","","1","",NA,1,NA,NA,"N",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","Cranial epiphysis","small and young","sacrum/Cranial epiphysis/Cranial epiphysis/small and young","Sacrum"
"412",412,"2016",0.068,"590","18","I22","","DHS","26_VI_14","Mammal","General","","","mammal","#N/A","shaft","Flake","","1","",NA,1,NA,NA,"",NA,NA,NA,"flake","","","",NA,NA,NA,NA,NA,1,NA,NA,"",NA,"","","","flake of a large longbone","shaft/Flake//flake of a large longbone","Shaft frags"
"413",413,"2016",0.068,"590","18","I22","","DHS","26_VI_14","Mammal","General","","","mammal","#N/A","unknown","","","0","8- pieces grouped together ",NA,7,NA,NA,"",NA,NA,NA,"1 heat exposed","","","",NA,NA,1,NA,NA,NA,NA,NA,"",NA,"","","","","unknown///","ND frags"
"414",414,"2016",0.068,"590","18","I22","","DHS","26_VI_14","Bird","General","","","Bird","#N/A","unknown","","","0","8- pieces grouped together ",NA,2,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","shaft","","unknown//shaft/","ND frags"
"415",415,"2016",0.36,"553","18","K24","","GMB","19_VI_14","Mammal","Artiodactyla","Odocoileus","virginianus","White-tailed deer","#N/A","vertebra","","","0.8","",NA,1,NA,NA,"",NA,NA,NA,"heat exposure","","","",NA,NA,1,NA,NA,NA,NA,NA,"",NA,"","","","","vertebra///","Vert ND"
"416",416,"2016",0.36,"553","18","K24","","GMB","19_VI_14","Mammal","General","","","mammal","#N/A","unknown","","","0","8- pieces grouped together ",NA,2,NA,NA,"proximal unfused, caudal fused",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","unknown///","ND frags"
"417",417,"2016",0.6,"532","18","K23","","GMB","18_VI_14","Mammal","Artiodactyla","Odocoileus","virginianus","White-tailed deer","#N/A","tooth","","","0","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","fragment with partial crown and root","","tooth//fragment with partial crown and root/","Tth ND"
"418",418,"2016",0.6,"532","18","K23","","GMB","18_VI_14","Mammal","Artiodactyla","Artiodactyla","","Artiodactyl","#N/A","rib","","","0.3","3-Proximal and shaft",NA,1,NA,NA,"Y",NA,NA,NA,"heat exposure","","","",NA,NA,1,NA,NA,NA,NA,NA,"",NA,"","","Dorsal","","rib//Dorsal/","Ribs"
"419",419,"2016",0.6,"532","18","K23","","GMB","18_VI_14","Mammal","Artiodactyla","Artiodactyla","","Artiodactyl","#N/A","rib","","","0","5-Shaft only",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","shaft","","rib//shaft/","Ribs"
"420",420,"2016",0.6,"532","18","K23","","GMB","18_VI_14","Mammal","Artiodactyla","Artiodactyla","","Artiodactyl","#N/A","vertebra","","","0","",NA,1,NA,NA,"",NA,NA,NA,"sawn and broken","","","",NA,NA,NA,NA,NA,1,NA,NA,"",NA,"","","transverse process","process removed from vertebrae by partial sawing and breaking off the bone","vertebra//transverse process/process removed from vertebrae by partial sawing and breaking off the bone","Vert ND"
"421",421,"2016",0.6,"532","18","K23","","GMB","18_VI_14","Mammal","Leporidae","Leporidae","cf. Sylvilagus cuniculaus","cf. Mexican cottontail","cf. Sylvilagus cuniculaus","tibia","","L","0.6","5-Shaft only",NA,1,NA,NA,"N",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","shaft","missing both ends, very young, unlikely to find other ends?","tibia//shaft/missing both ends, very young, unlikely to find other ends?","Tibia"
"422",422,"2016",0.6,"532","18","K23","","GMB","18_VI_14","Mammal","Leporidae","Leporidae","cf. Sylvilagus cuniculaus","cf. Mexican cottontail","cf. Sylvilagus cuniculaus","tibia","","R","0.6","5-Shaft only",NA,1,NA,NA,"N",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","shaft","missing both ends, very young, unlikely to find other ends?","tibia//shaft/missing both ends, very young, unlikely to find other ends?","Tibia"
"423",423,"2016",0.6,"532","18","K23","","GMB","18_VI_14","Mammal","Leporidae","Sylvilagus","sp.","Cottontail","#N/A","Cranium/Tth","Premaxilla","R","0.5","",NA,1,NA,NA,"N",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","Anterior, I1 present I2 missing","","Cranium/Tth/Premaxilla/Anterior, I1 present I2 missing/","Cranium/Tth"
"424",424,"2016",0.6,"532","18","K23","","GMB","18_VI_14","Bird","Galliformes","Meleagris","gallopavo","Guajolote","#N/A","mandible","","R","0.3","Posterior",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","posterior, mandibula fossa","","mandible//posterior, mandibula fossa/","Mandible"
"425",425,"2016",0.6,"532","18","K23","","GMB","18_VI_14","Mammal","General","","","mammal","#N/A","unknown","","","0","8- pieces grouped together ",NA,4,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","unknown///","ND frags"
"426",426,"2016",0.6,"532","18","K23","","GMB","18_VI_14","Mammal","Human","","","Human","#N/A","","","","0","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","///",NA
"427",427,"2016",0.086,"574","18","I23","","DHS","24_VI_14","Mammal","Rodentia","Cratogeomys","fumosus thylorhinus","Smokey pocket gopher","#N/A","ulna","","R","0.5","3-Proximal and shaft",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","proximal","","ulna//proximal/","Ulna"
"428",428,"2016",0.086,"574","18","I23","","DHS","24_VI_14","Mammal","Carnivora","Canis","familiaris ","Dog","#N/A","Tth Low","M2","L","1","",NA,1,NA,NA,"see notes",NA,NA,NA,"","","","Altura* (cant be striaght, highly variable) 4.7; ancho:5.88, longitude anteroposterior 7.37 Perro comun",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","not very worn, labial scratches from measuring","Tth Low/M2//not very worn, labial scratches from measuring","Tth Low"
"429",429,"2016",0.086,"574","18","I23","","DHS","24_VI_14","Mammal","General","","","mammal","#N/A","Tool","Spatula","","?","",NA,1,NA,NA,"",NA,NA,NA,"spatular and polish","","","",NA,NA,NA,NA,NA,1,NA,NA,"",NA,"","","shaft and spatular bevel","narrow spatular, light polish","Tool/Spatula/shaft and spatular bevel/narrow spatular, light polish","Tool"
"430",430,"2016",0.086,"574","18","I23","","DHS","24_VI_14","Bird","Charadriiformes","Charadriidae","","Charadriidae","#N/A","humerus","","L","0.7","4-Distal and shaft",NA,1,NA,NA,"",NA,NA,NA,"","231-2","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","4-Distal and shaft","probably a type of plover","humerus//4-Distal and shaft/probably a type of plover","Humerus"
"431",431,"2016",0.086,"574","18","I23","","DHS","24_VI_14","Bird","Charadriiformes","Charadriidae","","Charadriidae","#N/A","tarsometatarsus","","L","0.9","3-Proximal and shaft",NA,1,NA,NA,"",NA,NA,NA,"","231-2","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","missing distal articulations","probably a type of plover","tarsometatarsus//missing distal articulations/probably a type of plover","Tarsometatarsus"
"432",432,"2016",0.086,"574","18","I23","","DHS","24_VI_14","Bird","Anseriformes","Anatidae","","Waterfowl","#N/A","scapula","","R","0.3","3-Proximal and shaft",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","proximal","small duck matches the unknown small duck in the comparative collection","scapula//proximal/small duck matches the unknown small duck in the comparative collection","Scapula"
"433",433,"2016",0.086,"574","18","I23","","DHS","24_VI_14","Bird","Rallidae","Rallidae","","Rallidae","#N/A","tibiotarsus","","R","0.2","4-Distal and shaft",NA,1,NA,NA,"",NA,NA,NA,"","","CHECK","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","4-Distal and shaft","looks very similar to fulica americana but may also be gallinule.","tibiotarsus//4-Distal and shaft/looks very similar to fulica americana but may also be gallinule.","Tibiotarsus"
"434",434,"2016",0.086,"574","18","I23","","DHS","24_VI_14","Bird","General","small","","small bird","#N/A","Ph","Posterior","","1","7- whole and unbroken",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","possibly belongs to the charadriidae specimen.","Ph/Posterior//possibly belongs to the charadriidae specimen.","Phalanx ND"
"435",435,"2016",0.086,"574","18","I23","","DHS","24_VI_14","Bird","General","","","Bird","#N/A","fibula","","R","0.4","3-Proximal and shaft",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","proximal","","fibula//proximal/","Fibula"
"436",436,"2016",0.086,"574","18","I23","","DHS","24_VI_14","Bird","General","","","Bird","#N/A","unknown","","","0","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","possibly part of pelvis?","unknown///possibly part of pelvis?","ND frags"
"437",437,"2016",0.28,"537","18","M26","","AH","19_VI_14","Bird","Galliformes","Meleagris","gallopavo","Guajolote","#N/A","Ph1","Posterior","","1","7- whole and unbroken",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","Large guajolote","Ph1/Posterior//Large guajolote","Phalanx1"
"438",438,"2016",0.28,"537","18","M26","","AH","19_VI_14","Mammal","General","","","mammal","#N/A","unknown","","","0","8- pieces grouped together ",NA,12,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","unknown///","ND frags"
"439",439,"2016",0.28,"537","18","M26","","AH","19_VI_14","Mammal","Human","","","Human","#N/A","","","","0","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","///",NA
"440",440,"2016",0.46,"561","18","N26","","AH","23_VI_14","Mammal","Rodentia","Cratogeomys","fumosus thylorhinus","Smokey pocket gopher","#N/A","ulna","","L","0.5","4-Distal and shaft",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","4-Distal and shaft","","ulna//4-Distal and shaft/","Ulna"
"441",441,"2016",0.46,"561","18","N26","","AH","23_VI_14","Mammal","Leporidae","Sylvilagus","sp.","Cottontail","#N/A","mandible","","R","0.3","Anterior",NA,1,NA,NA,"",NA,NA,NA,"heat exposure","","","",NA,NA,1,NA,NA,NA,NA,NA,"",NA,"","","anterior, inscisor present, socket for pm3, pm4 present","","mandible//anterior, inscisor present, socket for pm3, pm4 present/","Mandible"
"442",442,"2016",0.46,"561","18","N26","","AH","23_VI_14","Mammal","General","","","mammal","#N/A","unknown","","","0","8- pieces grouped together ",NA,3,NA,NA,"",NA,NA,NA,"one heat exposure","","","",NA,NA,1,NA,NA,NA,NA,NA,"",NA,"","","","","unknown///","ND frags"
"443",443,"2016",0.46,"561","18","N26","","AH","23_VI_14","Unknown","NID","","","NID","#N/A","shaft","","","0","sliver",NA,1,NA,NA,"",NA,NA,NA,"heat exposure","","","",NA,NA,1,NA,NA,NA,NA,NA,"",NA,"","","shaft fragment","possibly identifyable. Mammal or bird","shaft//shaft fragment/possibly identifyable. Mammal or bird","Shaft frags"
"444",444,"2016",0.001,"544","18","I22","","DHS","19_VI_14","Mammal","Artiodactyla","Artiodactyla","","Artiodactyl","#N/A","rib","","","0.4","3-Proximal and shaft",NA,1,NA,NA,"N",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","dorsal","","rib//dorsal/","Ribs"
"445",445,"2016",0.12,"545","18","K24","","GMB","19_VI_14","Mammal","General","","","mammal","#N/A","cranial","Vault fragment","","0","",NA,1,NA,NA,"N",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","vault fragment","","cranial/Vault fragment/vault fragment/","Cranium"
"446",446,"2016",0.12,"545","18","K24","","GMB","19_VI_14","Mammal","General","large","","large mammal","#N/A","rib","","","0","5-Shaft only",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","shaft","","rib//shaft/","Ribs"
"447",447,"2016",0.6,"531","18","K23","","GMB","18_VI_14","Mammal","General","","","mammal","#N/A","unknown","","","0","8- pieces grouped together ",NA,4,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","two show possible indications of digestion","unknown///two show possible indications of digestion","ND frags"
"448",448,"2016",0.52,"565","18","I20","","GMB","23_VI_14","Mammal","Rodentia","Cratogeomys","fumosus thylorhinus","Smokey pocket gopher","#N/A","Mand/Tth","","L","1","7- whole and unbroken",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","all teeth included","all teeth present","Mand/Tth//all teeth included/all teeth present","Humerus"
"449",449,"2016",0.52,"565","18","I20","","GMB","23_VI_14","Mammal","Artiodactyla","Artiodactyla","","Artiodactyl","#N/A","tooth","C?","","0","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","very long and curved tooth such as a canine","tooth/C?//very long and curved tooth such as a canine","Tth ND"
"450",450,"2016",0.52,"565","18","I20","","GMB","23_VI_14","Mammal","General","","","mammal","#N/A","unknown","","","0","8- pieces grouped together ",NA,4,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","unknown///","ND frags"
"451",451,"2016",0.52,"565","18","I20","","GMB","23_VI_14","Mammal","Human","","","Human","#N/A","","","","0","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","///",NA
"452",452,"2016",0.52,"565","18","I20","","GMB","23_VI_14","Mammal","Human","","","Human","#N/A","femur","","","0","5-Shaft only",NA,1,NA,NA,"",NA,NA,NA,"spatula, polished annd heat exposed","163-4","","",NA,NA,1,NA,NA,1,NA,NA,"",NA,"","","shaft","shaft of thick longbone, could be human, shaped at one end into a type of chisel. Heat exposed and polished","femur//shaft/shaft of thick longbone, could be human, shaped at one end into a type of chisel. Heat exposed and polished","Femur"
"453",453,"2016",0.4,"521","18","I21","","DHS","17_VI_14","Mammal","Carnivora","Canis","familiaris ","Dog","#N/A","metatarsal","IV","R","0.7","3-Proximal and shaft",NA,1,NA,NA,"",NA,NA,NA,"rodent gnawed","","","",NA,NA,NA,NA,NA,1,NA,NA,"",NA,"","","proximal","heavily rodent gnawwed, best matches this metatarsal","metatarsal/IV/proximal/heavily rodent gnawwed, best matches this metatarsal","Metatarsal"
"454",454,"2016",0.4,"521","18","I21","","DHS","17_VI_14","Mammal","Human","","","Human","#N/A","","","","0","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","///",NA
"455",455,"2016",0.15,"541","18","L23","","DMC","19_VI_14","Mammal","Human","","","Human","#N/A","","","","0","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","///",NA
"456",456,"2016",0.15,"541","18","L23","","DMC","19_VI_14","Bird","Bird of prey","cf. Accipiter","","cf. raptor","cf. Accipiter","carpometacarpus","","L","1","7- whole and unbroken",NA,1,NA,NA,"",NA,NA,NA,"","223-4","CHECK","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","looks very similar to accipiter but the shape of the process of metacarpal 1 doesnt quite match. Also very small. Should be identifyiable. Length 25, prox:7.57, dist:5.89","carpometacarpus///looks very similar to accipiter but the shape of the process of metacarpal 1 doesnt quite match. Also very small. Should be identifyiable. Length 25, prox:7.57, dist:5.89","Carpometacarpus"
"457",457,"2016",0.2,"558","18","J25","","AH","21_VI_14","Mammal","General","","","mammal","#N/A","unknown","Epiphysis","","1","",NA,1,NA,NA,"N",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","could be cervical vertebra or humerus?","unknown/Epiphysis//could be cervical vertebra or humerus?","ND frags"
"458",458,"2016",0.2,"558","18","J25","","AH","21_VI_14","Mammal","General","","","mammal","#N/A","Tool","Needle","","?","4-Distal and shaft",NA,1,NA,NA,"",NA,NA,NA,"needle and polish","","","",NA,NA,NA,NA,NA,1,NA,NA,"",NA,"","","point and shaft","Needle fragment including point, length 40mm","Tool/Needle/point and shaft/Needle fragment including point, length 40mm","Tool"
"459",459,"2016",0.5,"543","18","L25","","AH","19_VI_14","Mammal","General","","","mammal","#N/A","Tool","Needle","","?","4-Distal and shaft",NA,1,NA,NA,"",NA,NA,NA,"needle and polish","197","","",NA,NA,NA,NA,NA,1,NA,NA,"",NA,"","","point and shaft","Needle fragment including point, slighty curved, length 57.12","Tool/Needle/point and shaft/Needle fragment including point, slighty curved, length 57.12","Tool"
"460",460,"2016",0.102,"530","18","I21","","DHS","18_VI_14","Bird","Anseriformes","cf. Anatidae","","Waterfowl","cf. Anatidae","tibiotarsus","","L","0.4","5-Shaft only",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","5-Shaft only","distal, missing condyles; curve is similar to anatidae, but could be others","tibiotarsus//5-Shaft only/distal, missing condyles; curve is similar to anatidae, but could be others","Tibiotarsus"
