ID,YEAR,Volume,Lote,Operacion,Unidad,EL.,Investigator,Fecha,Class,Category,Genus,Species,Name,CF,R_El,R_info,Side,"Completeness (0=frag, 1=complete)",R_portion,Fragmentation,NISP,MNE,Estimate AGE,Fusion/wear,Proximal,Shaft,Distal,Taphonomy,Photographed,Bird to confirm ID,Additional analysis,Quality of heat/fire exposure,# Charred,# Heat exposed,Carnivore,Rodent,Worked,Butchery,Weathering,Other,Calcined,Measurements,Location of measurement,Portion,Comments,R_El/R_info/Portion/Comments
97,2016,0.4598,186,17,I19,,MRD,1_VIII_13,Mammal,Carnivora,Canis,familiaris ,Dog,#N/A,Mand/Tth,,L,0.3,5-Shaft only,,1,,,No,,,,,,,,,,,,,,,,,,,,sockets and dentition of dm 2 and 3 and half of dm1,"young, 0-3 months","Mand/Tth//sockets and dentition of dm 2 and 3 and half of dm1/young, 0-3 months"
98,2016,0.4598,186,17,I19,,MRD,1_VIII_13,Mammal,Carnivora,Canis,familiaris ,Dog,#N/A,metacarpal,,,0.9,5-Shaft only,,1,,,No,,,,,,,,,,,,,,,,,,,,,young,metacarpal///young
99,2016,0.4598,186,17,I19,,MRD,1_VIII_13,Mammal,Carnivora,Canis,familiaris ,Dog,#N/A,cranial,Maxilla,L,0.1,,,1,,,,,,,,,,,,,,,,,,,,,,,socket of M2,"Possibly adult, of a different size class to the juvenile in this bag.","cranial/Maxilla/socket of M2/Possibly adult, of a different size class to the juvenile in this bag."
100,2016,0.4598,186,17,I19,,MRD,1_VIII_13,Mammal,Carnivora,Canis,familiaris ,Dog,#N/A,cranial,Premaxilla,R,0.2,,,1,,,see note,,,,,,,,,,,,,,,,,,,,"anterior, sockets of I1-3",Partially closed sockets of di1and2,"cranial/Premaxilla/anterior, sockets of I1-3/Partially closed sockets of di1and2"
101,2016,0.4598,186,17,I19,,MRD,1_VIII_13,Mammal,General,medium,,medium mammal,#N/A,cranial,Frags,,0,8- pieces grouped together ,,4,,,,,,,,,,,,,,,,,,,,,,,,most likely from young dog in same bag.,cranial/Frags//most likely from young dog in same bag.
102,2016,0.4598,186,17,I19,,MRD,1_VIII_13,Mammal,Artiodactyla,Odocoileus,virginianus,White-tailed deer,#N/A,vertebra,,,0.8,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,vertebra///
103,2016,0.4598,186,17,I19,,MRD,1_VIII_13,Mammal,Artiodactyla,Odocoileus,virginianus,White-tailed deer,#N/A,Vert ND,Epiphysis,,1,7- whole and unbroken,,3,,,No,,,,,,,,,,,,,,,,,,,,,"two cervical, one lumbar","Vert ND/Epiphysis//two cervical, one lumbar"
104,2016,0.4598,186,17,I19,,MRD,1_VIII_13,Mammal,Carnivora,Canis,familiaris ,Dog,#N/A,tooth,M,,0.5,,,1,,,see note,,,,,,,,,,,,,,,,,,,,,is the cap of a molar in formation from a young dog. ,tooth/M//is the cap of a molar in formation from a young dog. 
105,2016,0.4598,186,17,I19,,MRD,1_VIII_13,Mammal,Carnivora,Canis,familiaris ,Dog,#N/A,Caudal,,,1,7- whole and unbroken,,2,2,,Yes,,,,,,,,,,,,,,,,,,,,,"fused, likely adult","Caudal///fused, likely adult"
106,2016,0.4598,186,17,I19,,MRD,1_VIII_13,Mammal,Artiodactyla,Odocoileus,virginianus,White-tailed deer,#N/A,cranial,Temporal,R,0.5,,,1,,,No,,,,,,,,,,,,,,,,,,,,external audoritory meatus and medio-anterior projection,meatus and medio-anterior projection,cranial/Temporal/external audoritory meatus and medio-anterior projection/meatus and medio-anterior projection
107,2016,0.4598,186,17,I19,,MRD,1_VIII_13,Mammal,General,large,,large mammal,#N/A,cranial,Frags,,0,,,1,,,No,,,,,,,,,,,,,,,,,,,,fragment,very thick and straight. Could be premaxilla of artiodactyl or something similar,cranial/Frags/fragment/very thick and straight. Could be premaxilla of artiodactyl or something similar
108,2016,0.4598,186,17,I19,,MRD,1_VIII_13,Mammal,Artiodactyla,Odocoileus,virginianus,White-tailed deer,#N/A,Tth Low,I1,L,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,Tth Low/I1//
109,2016,0.4598,186,17,I19,,MRD,1_VIII_13,Mammal,Artiodactyla,Artiodactyla,,Artiodactyl,#N/A,tooth,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,fragment,,tooth//fragment/
110,2016,0.4598,186,17,I19,,MRD,1_VIII_13,Mammal,Leporidae,Lepus,sp.,Hare,#N/A,cranial,Temporal,R,0.6,,,1,,,?,,,,,,,,,,,,,,,,,,,,zygomatic process of,,cranial/Temporal/zygomatic process of/
111,2016,0.4598,186,17,I19,,MRD,1_VIII_13,Mammal,General,small,,small mammal,#N/A,vertebra,,,0.7,,,1,,,,,,,,,,,,,,,,,,,,,,,,"smaller than rabbit, about tuza size","vertebra///smaller than rabbit, about tuza size"
112,2016,0.4598,186,17,I19,,MRD,1_VIII_13,Bird,Galliformes,Meleagris,gallopavo,Guajolote,#N/A,Vert ND,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,Vert ND///
113,2016,0.4598,186,17,I19,,MRD,1_VIII_13,Bird,Bird of prey,Buteo,sp.,Hawk,#N/A,radius,,L,0.5,4-Distal and shaft,,1,,,,,,,,235-6,,,,,,,,,,,,,,,4-Distal and shaft,within range for jamaicensis,radius//4-Distal and shaft/within range for jamaicensis
114,2016,0.4598,186,17,I19,,MRD,1_VIII_13,Bird,General,large,,large bird,#N/A,Pelvis Acetabulum,,R,0.4,,,1,,,,,,,,,,,,,,,,,,,,,,,acetabulum,"looks most similar in size and shape to tyto alba but not exact. Not buteo, anas, pidgeon or quail. ","Pelvis Acetabulum//acetabulum/looks most similar in size and shape to tyto alba but not exact. Not buteo, anas, pidgeon or quail. "
115,2016,0.4598,186,17,I19,,MRD,1_VIII_13,Bird,General,,,Bird,#N/A,unknown,,,0,8- pieces grouped together ,,2,,,,,,,,,,,,,,,,,,,,,,,,,unknown///
116,2016,0.4598,186,17,I19,,MRD,1_VIII_13,Shell,Shell,,,Shell,#N/A,shell,,,0,8- pieces grouped together ,,2,,,,,,,,170-1,,,,,,,,,,,,,,,,"possibly two species, at least one is likely marine shell, looks like cockle. ","unknown///possibly two species, at least one is likely marine shell, looks like cockle. "
117,2016,0.4598,186,17,I19,,MRD,1_VIII_13,Mammal,Human,,,Human,#N/A,,,,0,8- pieces grouped together ,,2,,,,,,,,,,,,,,,,,,,,,,,,,///
118,2016,0.4598,186,17,I19,,MRD,1_VIII_13,Mammal,General,,,mammal,#N/A,unknown,,,0,8- pieces grouped together ,,18,,,,,,,one heat exposed,,,,,,1,,,,,,,,,,,,unknown///
119,2016,0.23,154,17,J22,,AGMR,24_VII_13,Mammal,Leporidae,Lepus,sp.,Hare,#N/A,metatarsal,V,L,0.9,3-Proximal and shaft,,1,,,N,,,,,,,,,,,,,,,,,,,,,missing distal epiphysis,metatarsal/V//missing distal epiphysis
120,2016,0.23,154,17,J22,,AGMR,24_VII_13,Mammal,Human,,,Human,#N/A,,,,0,8- pieces grouped together ,,2,,,,,,,,,,,,,,,,,,,,,,,,,///
121,2016,0.23,154,17,J22,,AGMR,24_VII_13,Mammal,General,small,,small mammal,#N/A,rib,,,0,5-Shaft only,,1,,,,,,,,,,,,,,,,,,,,,,,fragment,could be hare,rib//fragment/could be hare
122,2016,0.23,154,17,J22,,AGMR,24_VII_13,Mammal,General,,,mammal,#N/A,unknown,,,0,8- pieces grouped together ,,12,,,,,,,one charred,,,,,1,,,,,,,,,,,,,unknown///
123,2016,0.174,152,17,J19s,,MRD,29_VII_13,Bird,Anseriformes,Anatidae,,Waterfowl,#N/A,humerus,,L,0.1,1-Proximal epiphysis,,1,,,,,,,,,,,,,,,,,,,,,,,proximal,"probably mallard, same size, most of head intact","humerus//proximal/probably mallard, same size, most of head intact"
124,2016,0.174,152,17,J19s,,MRD,29_VII_13,Bird,Anseriformes,Anatidae,,Waterfowl,#N/A,coracoid,,L,0.7,3-Proximal and shaft,,1,,,,,,,,,,,,,,,,,,,,,,,proximal,could be same individual as other anatidae in bag. ,coracoid//proximal/could be same individual as other anatidae in bag. 
125,2016,0.174,152,17,J19s,,MRD,29_VII_13,Mammal,Carnivora,Puma,concolor,Puma,#N/A,Ph1,"Posterior, IV",R,1,7- whole and unbroken,,1,,,,,,,"carnivore chew marks, heat exposed",166-7,,,,,1,1,,,,,,,,,,34.93 length. Proximal:10.8x8.28; Distal:12.9x7.85,"Ph1/Posterior, IV//34.93 length. Proximal:10.8x8.28; Distal:12.9x7.85"
126,2016,0.174,152,17,J19s,,MRD,29_VII_13,Mammal,Human,,,Human,#N/A,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,///
127,2016,0.174,152,17,J19s,,MRD,29_VII_13,Mammal,General,,,mammal,#N/A,unknown,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,unknown///
128,2016,0.48,177,17,K20,,AGMR,31_VII_13,Mammal,Leporidae,Lepus,callotis,White-sided Jackrabbit,#N/A,Mand/Tth,,R,0.6,Anterior,,1,,,,,,,,,,,,,,,,,,,,,,,anterior,"all dentition present except inscisor, shape of pm3 indicates callotis over californicus","Mand/Tth//anterior/all dentition present except inscisor, shape of pm3 indicates callotis over californicus"
129,2016,0.48,177,17,K20,,AGMR,31_VII_13,Mammal,Leporidae,Lepus,sp.,Hare,#N/A,mandible,,R,0.1,Posterior,,1,,,,,,,,,,,,,,,,,,,,,,,mandibular condyle,probably from same individual as callotis in bag,mandible//mandibular condyle/probably from same individual as callotis in bag
130,2016,0.48,177,17,K20,,AGMR,31_VII_13,Mammal,Leporidae,Lepus,sp.,Hare,#N/A,cranial,Maxilla,R,0,,,1,,,,,,,,,,,,,,,,,,,,,,,sockets for pm2and3,,cranial/Maxilla/sockets for pm2and3/
131,2016,0.48,177,17,K20,,AGMR,31_VII_13,Mammal,Rodentia,Cratogeomys,fumosus thylorhinus,Smokey pocket gopher,#N/A,mandible,,R,0.2,Posterior,,1,,,,,,,,,,,,,,,,,,,,,,,ramus and condyle,,mandible//ramus and condyle/
132,2016,0.48,177,17,K20,,AGMR,31_VII_13,Mammal,General,small,,small mammal,#N/A,Axis,,,0.3,,,1,,,,,,,,,,,,,,,,,,,,,,,dens and cranial articular surfaces,similar size to hare,Axis//dens and cranial articular surfaces/similar size to hare
133,2016,0.48,177,17,K20,,AGMR,31_VII_13,Mammal,Carnivora,Canis,familiaris ,Dog,#N/A,Ph2,V,R,1,7- whole and unbroken,,1,,,,,,,,,,Length; Prox (wxh); Distal (wxh),,,,,,,,,,,,,,probably tarsal and #5 as it fits nicely with other phalanx in bag. ,Ph2/V//probably tarsal and #5 as it fits nicely with other phalanx in bag. 
134,2016,0.48,177,17,K20,,AGMR,31_VII_13,Mammal,Carnivora,Canis,familiaris ,Dog,#N/A,Ph1,III OR IV,,1,7- whole and unbroken,,1,,,,,,,,,,Length ; Prox (wxh); Distal (wxh),,,,,,,,,,,,,,,Ph1/III OR IV//
135,2016,0.48,177,17,K20,,AGMR,31_VII_13,Mammal,Artiodactyla,Odocoileus,virginianus,White-tailed deer,#N/A,carpal,Scaphoid,R,1,,,1,,,,,,,charred,,,,,1,,,,,,,,,,,,,carpal/Scaphoid//
136,2016,0.48,177,17,K20,,AGMR,31_VII_13,Mammal,Artiodactyla,Artiodactyla,,Artiodactyl,#N/A,rib,,,0,3-Proximal and shaft,,1,,,yes,,,,charred,,,,,1,,,,,,,,,,,dorsal,,rib//dorsal/
137,2016,0.48,177,17,K20,,AGMR,31_VII_13,Mammal,Rodentia,Cratogeomys,fumosus thylorhinus,Smokey pocket gopher,#N/A,radius,,L,0.5,4-Distal and shaft,,1,,,,,,,,,,,,,,,,,,,,,,,4-Distal and shaft,,radius//4-Distal and shaft/
138,2016,0.48,177,17,K20,,AGMR,31_VII_13,Mammal,General,,,mammal,#N/A,shaft,,,0,,,1,,,,,,,worked,,,,,,,,,1,,,,,,,,"worked section of bone, either side of shaft appears to have been scored or partially sawn and then broken along the sawn line. ","shaft///worked section of bone, either side of shaft appears to have been scored or partially sawn and then broken along the sawn line. "
139,2016,0.48,177,17,K20,,AGMR,31_VII_13,Mammal,General,large,,large mammal,#N/A,Vert ND,,,0,,,1,,,no,,,,,,,,,,,,,,,,,,,,process,Fragement of a dorsal or tranverse process. ,Vert ND//process/Fragement of a dorsal or tranverse process. 
140,2016,0.48,177,17,K20,,AGMR,31_VII_13,Mammal,Human,,,Human,#N/A,,,,0,8- pieces grouped together ,,5,,,,,,,,,,,,,,,,,,,,,,,,,///
141,2016,0.48,177,17,K20,,AGMR,31_VII_13,Mammal,General,,,mammal,#N/A,unknown,,,0,8- pieces grouped together ,,21,,,,,,,5 charred,,,,,5,,,,,,,,,,,,,unknown///
142,2016,0.48,177,17,K20,,AGMR,31_VII_13,Bird,General,medium,,medium bird,#N/A,tibiotarsus,,L,0.6,5-Shaft only,,1,,,,,,,,,,,,,,,,,,,,,,,"shaft, partial distal, no condyles or bridge. ",similar size to pidgeon or bobwhite,"tibiotarsus//shaft, partial distal, no condyles or bridge. /similar size to pidgeon or bobwhite"
143,2016,0.48,177,17,K20,,AGMR,31_VII_13,Bird,Other bird,Columbidae,sp.,Pigeon,#N/A,Ph1,II,R,1,7- whole and unbroken,,1,,,,,,,,,,,,,,,,,,,,,,,,,Ph1/II//
144,2016,0.48,177,17,K20,,AGMR,31_VII_13,Bird,Galliformes,Meleagris,gallopavo,Guajolote,#N/A,radius,,R,0.4,3-Proximal and shaft,,1,,,,,,,charred,,,,,1,,,,,,,,,,,proximal,,radius//proximal/
145,2016,0.48,177,17,K20,,AGMR,31_VII_13,Bird,General,,,Bird,#N/A,tarsometatarsus,,R,0.3,5-Shaft only,,1,,,,,,,charred,,,,,1,,,,,,,,,,,5-Shaft only,"distal, no condyles","tarsometatarsus//5-Shaft only/distal, no condyles"
146,2016,0.48,177,17,K20,,AGMR,31_VII_13,Bird,Galliformes,Galliformes,,Galliformes,#N/A,sternum,,,0.2,,,1,,,,,,,,,CHECK,,,,,,,,,,,,,,coranoid facet and manubrium,"similar in shape to bobwhite, but not quite. Distinct features, dual crest of manubrium I have only seen in phasinidae.","sternum//coranoid facet and manubrium/similar in shape to bobwhite, but not quite. Distinct features, dual crest of manubrium I have only seen in phasinidae."
147,2016,0.48,177,17,K20,,AGMR,31_VII_13,Bird,Galliformes,Galliformes,,Galliformes,#N/A,sternum,,,0.2,,,1,,,,,,,,,,,,,,,,,,,,,,,body,"keel is broken off, however fragment reveals the long narrow body seen in bobwhite","sternum//body/keel is broken off, however fragment reveals the long narrow body seen in bobwhite"
148,2016,0.48,177,17,K20,,AGMR,31_VII_13,Bird,General,,,Bird,#N/A,unknown,,,0,8- pieces grouped together ,,5,,,,,,,2 charred,,,,,2,,,,,,,,,,,,,unknown///
149,2016,0.48,177,17,K20,,AGMR,31_VII_13,Mammal,General,large,,large mammal,#N/A,shaft,,,0,,,1,,,,,,,"charred, possibly worked",to photo,,,,1,,,,,,,,,,,fragment,"Possibly worked bone with striations that look superficially similar to the snapper dorsal spine, microscopic inspection reveals irregular striations evidence of working. PHOTO?","shaft//fragment/Possibly worked bone with striations that look superficially similar to the snapper dorsal spine, microscopic inspection reveals irregular striations evidence of working. PHOTO?"
150,2016,0.06,198,17,J19s,,DHS/BG,2_VIII_13,Mammal,Artiodactyla,Odocoileus,virginianus,White-tailed deer,#N/A,Ph1,,RL/LM,1,7- whole and unbroken,,1,,,,,,,,,,,,,,,,,,,,,,,,"from the right of the two toes; 41.76, prox:17.09x12.7 width, dist:10.7 depth x10.99w","Ph1///from the right of the two toes; 41.76, prox:17.09x12.7 width, dist:10.7 depth x10.99w"
151,2016,0.06,198,17,J19s,,DHS/BG,2_VIII_13,Mammal,General,,,mammal,#N/A,unknown,,,0,8- pieces grouped together ,,3,,,,,,,,,,,,,,,,,,,,,,,,,unknown///
152,2016,0.06,198,17,J19s,,DHS/BG,2_VIII_13,Mammal,Human,,,Human,#N/A,,,,0,8- pieces grouped together ,,3,,,,,,,,,,,,,,,,,,,,,,,,,///
153,2016,0.544,103,17,I16,,,,Mammal,General,large,,large mammal,#N/A,Tool,Awl?,,?,5-Shaft only,,2,,,,,,,"possible awls, one heat exposed",168-9,,,,,1,,,2,,,,,,,shaft fragemnt,"two shafts of longbone polished and shaped into a point, one is more fragmented than the other. Like awls if the point was worn down some.","Tool/Awl?/shaft fragemnt/two shafts of longbone polished and shaped into a point, one is more fragmented than the other. Like awls if the point was worn down some."
154,2016,0.174,152,17,J19s,,MRD,29_VII_13,Mammal,Artiodactyla,Odocoileus,virginianus,White-tailed deer,#N/A,antler,,,0,,,1,,,,,,,worked?,0153-4,,,,,,,,1,,,,,,,Proximal ,"has evidence of cranial attachment, but also pointed. Could be worked or a young antler, length 66.07mm","antler//Proximal /has evidence of cranial attachment, but also pointed. Could be worked or a young antler, length 66.07mm"
155,2016,0.348,110,17,I16,,MRD,23_VII_13,Mammal,Leporidae,Sylvilagus,audobonii,Desert cottontail,#N/A,vertebra,,,0.9,,,1,,,N,,,,,,,,,,,,,,,,,,,,,size match,vertebra///size match
156,2016,0.348,110,17,I16,,MRD,23_VII_13,Mammal,Leporidae,Sylvilagus,audobonii,Desert cottontail,#N/A,cranial,Premaxilla,L,0.4,,,1,,,,,,,,,,,,,,,,,,,,,,,Superior ridge and tooth socket,size match,cranial/Premaxilla/Superior ridge and tooth socket/size match
157,2016,0.348,110,17,I16,,MRD,23_VII_13,Mammal,Leporidae,Sylvilagus,audobonii,Desert cottontail,#N/A,sacrum,,,1,,,1,,,Y,,,,,,,,,,,,,,,,,,,,,size match,sacrum///size match
158,2016,0.348,110,17,I16,,MRD,23_VII_13,Mammal,Leporidae,Sylvilagus,audobonii,Desert cottontail,#N/A,femur,,L,0.2,4-Distal and shaft,,1,,,Y,,,,calcined and charred,,,,,1,,,,,,,,1,,,4-Distal and shaft,size match,femur//4-Distal and shaft/size match
159,2016,0.348,110,17,I16,,MRD,23_VII_13,Mammal,Leporidae,Sylvilagus,audobonii,Desert cottontail,#N/A,humerus,,R,0.2,4-Distal and shaft,,1,,,Y,,,,,,,,,,,,,,,,,,,,4-Distal and shaft,size match,humerus//4-Distal and shaft/size match
160,2016,0.348,110,17,I16,,MRD,23_VII_13,Mammal,Leporidae,Sylvilagus,floridanus,Eastern cottontail,#N/A,Mand/Tth,,L,0.4,Anterior,,1,,,,,,,charred,,,,,1,,,,,,,,,,,"anterior, sockets of pm3,4 and M1. M1 present and fragment of inscisor",size match,"Mand/Tth//anterior, sockets of pm3,4 and M1. M1 present and fragment of inscisor/size match"
161,2016,0.348,110,17,I16,,MRD,23_VII_13,Mammal,Rodentia,Cratogeomys,fumosus thylorhinus,Smokey pocket gopher,#N/A,cranial,Frags,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,"Premaxilla or nasal bone, has indented shaped of inscisor",size match of inscisor,"cranial/Frags/Premaxilla or nasal bone, has indented shaped of inscisor/size match of inscisor"
162,2016,0.348,110,17,I16,,MRD,23_VII_13,Mammal,Other mammal,Didelphis,virginianus,Tlacuache,#N/A,cranial,Maxilla,L,0.2,,,1,,,,,,,,,,,,,,,,,,,,,,,"posterior, sockets of M4,3,2",,"cranial/Maxilla/posterior, sockets of M4,3,2/"
163,2016,0.348,110,17,I16,,MRD,23_VII_13,Mammal,Artiodactyla,Odocoileus,virginianus,White-tailed deer,#N/A,Cervical,5,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,right transverse spine,,Cervical/5/right transverse spine/
164,2016,0.348,110,17,I16,,MRD,23_VII_13,Mammal,Artiodactyla,Odocoileus,virginianus,White-tailed deer,#N/A,tooth,,,1,,,1,,,see note,,,,,,,,,,,,,,,,,,,,,could be dpm2,tooth///could be dpm2
165,2016,0.348,110,17,I16,,MRD,23_VII_13,Mammal,Artiodactyla,Odocoileus,virginianus,White-tailed deer,#N/A,vertebra,,,0.6,,,1,,,N,,,,,,,,,,,,,,,,,,,,body and transverse spine,,vertebra//body and transverse spine/
166,2016,0.348,110,17,I16,,MRD,23_VII_13,Mammal,Artiodactyla,Artiodactyla,,Artiodactyl,#N/A,rib,,,0,5-Shaft only,,2,,,,,,,,,,,,,,,,,,,,,,,shaft,,rib//shaft/
167,2016,0.348,110,17,I16,,MRD,23_VII_13,Mammal,General,large,,large mammal,#N/A,shaft,,,0,,,1,,,,,,,worked,,,,,,,,,1,,,,,,,shaft,shaped at one end into a curved bevel point thing. ,shaft//shaft/shaped at one end into a curved bevel point thing. 
168,2016,0.348,110,17,I16,,MRD,23_VII_13,Mammal,Human,,,Human,#N/A,,,,0,8- pieces grouped together ,,4,,,,,,,,,,,,,,,,,,,,,,,,,///
169,2016,0.348,110,17,I16,,MRD,23_VII_13,Mammal,General,,,mammal,#N/A,unknown,,,0,8- pieces grouped together ,,17,,,,,,,"3 heat exposed, one calcined",,,,,,3,,,,,,,1,,,,,unknown///
170,2016,0.348,110,17,I16,,MRD,23_VII_13,Bird,General,,,Bird,#N/A,unknown,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,long bone,unknown///long bone
171,2016,0.556,136,17,I19,,MRD,25_VII_13,Mammal,Artiodactyla,Sus,scrofa,Domestic pig,#N/A,cranial,Zygomatic,L,0,,,1,,,,,,,,,,,,,,,,,,,,,,,partial orbit and arch,"it seems most similar to the zygomatic of a pig, but CHECK. Checked with bernando. Confirmed","cranial/Zygomatic/partial orbit and arch/it seems most similar to the zygomatic of a pig, but CHECK. Checked with bernando. Confirmed"
172,2016,0.556,136,17,I19,,MRD,25_VII_13,Mammal,General,large,,large mammal,#N/A,unknown,,,0,8- pieces grouped together ,,5,,,,,,,,,,,,,,,,,,,,,,,,could be part of pig or human,unknown///could be part of pig or human
173,2016,0.556,136,17,I19,,MRD,25_VII_13,Mammal,Artiodactyla,Odocoileus,virginianus,White-tailed deer,#N/A,tooth,,,0.8,,,1,,,,,,,,,,,,,,,,,,,,,,,,"possibly a premolar of the maxilla, or a deciduous tooth","tooth///possibly a premolar of the maxilla, or a deciduous tooth"
174,2016,0.556,136,17,I19,,MRD,25_VII_13,Mammal,General,,,mammal,#N/A,unknown,,,0,,,1,,,,,,,abrasion,,,,,,,,,1,,,,,,,,"abraded fragments, appears unnatural becuase I it only on specific s of the bones. One appears in the process of being shaped into a point or bevel","unknown///abraded fragments, appears unnatural becuase I it only on specific s of the bones. One appears in the process of being shaped into a point or bevel"
175,2016,0.556,136,17,I19,,MRD,25_VII_13,Mammal,General,,,mammal,#N/A,unknown,,,0,8- pieces grouped together ,,7,,,,,,,,,,,,,,,,,,,,,,,,,unknown///
176,2016,0.556,136,17,I19,,MRD,25_VII_13,Bird,General,,,Bird,#N/A,unknown,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,unknown///
177,2016,0.348,143,17,I19,,MRD,26_VII_13,Mammal,Carnivora,Canis,familiaris ,Dog,#N/A,cranial,Parietal,R,0.7,,,1,,,N,,,,,,,,,,,,,,,,,,,,,,cranial/Parietal//
178,2016,0.348,143,17,I19,,MRD,26_VII_13,Mammal,Rodentia,Cratogeomys,fumosus thylorhinus,Smokey pocket gopher,#N/A,Pelvis Acetabulum,,R,0.6,,,1,,,Y,,,,,,,,,,,,,,,,,,,,acetabulum and ischium ,,Pelvis Acetabulum//acetabulum and ischium /
179,2016,0.348,143,17,I19,,MRD,26_VII_13,Mammal,Artiodactyla,Artiodactyla,,Artiodactyl,#N/A,rib,,,0,5-Shaft only,,1,,,,,,,,,,,,,,,,,,,,,,,shaft,,rib//shaft/
180,2016,0.348,143,17,I19,,MRD,26_VII_13,Mammal,Leporidae,Sylvilagus,floridanus,Eastern cottontail,#N/A,Calcaneous,,L,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,size match,Calcaneous///size match
181,2016,0.348,143,17,I19,,MRD,26_VII_13,Mammal,Leporidae,Sylvilagus,sp.,Cottontail,#N/A,vertebra,,,0.8,,,1,,,see notes,,,,,,,,,,,,,,,,,,,,,only cranial fused,vertebra///only cranial fused
182,2016,0.348,143,17,I19,,MRD,26_VII_13,Mammal,Rodentia,Cricetidae,,Rat/Mouse,#N/A,Atlas,,,1,,,1,,,Y,,,,,,,,,,,,,,,,,,,,,Could be one of the larger wild speecies,Atlas///Could be one of the larger wild speecies
183,2016,0.348,143,17,I19,,MRD,26_VII_13,Reptile,Testudine,Kinosternon,sp.,Mud turtle,#N/A,carapace,Costal scute,,1,,,1,,,see note,,,,,,,,,,,,,,,,,,,,,Width of scute suggests a subadult,carapace/Costal scute//Width of scute suggests a subadult
184,2016,0.348,143,17,I19,,MRD,26_VII_13,Reptile,Testudine,Trachemys,sp.,Slider turtle,#N/A,carapace,Costal scute,,0,,,1,,,,,,,worked bone,,,,,,,,,1,,,,,,,,appears to have been sawn along one edge,carapace/Costal scute//appears to have been sawn along one edge
185,2016,0.348,143,17,I19,,MRD,26_VII_13,Bird,Galliformes,Meleagris,gallopavo,Guajolote,#N/A,Vert ND,,,0.6,,,1,,,,,,,charred,,,,,1,,,,,,,,,,,body,,Vert ND//body/
186,2016,0.348,143,17,I19,,MRD,26_VII_13,Mammal,Human,,,Human,#N/A,,,,0,8- pieces grouped together ,,4,,,,,,,,,,,,,,,,,,,,,,,,,///
187,2016,0.348,143,17,I19,,MRD,26_VII_13,Mammal,General,,,mammal,#N/A,tooth,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,fragment,possibly artiodactyl,tooth//fragment/possibly artiodactyl
188,2016,0.348,143,17,I19,,MRD,26_VII_13,Mammal,General,,,mammal,#N/A,unknown,,,0,8- pieces grouped together ,,26,,,,,,,,,,,,,,,,,,,,,,,fragment,,unknown//fragment/
189,2016,0.232,147,17,J19s,,MRD,29_VII_13,Mammal,Artiodactyla,Odocoileus,virginianus,White-tailed deer,#N/A,ulna,,R,0.5,3-Proximal and shaft,,1,,,possibly not,,,,,,,,,,,,,,,,,,,,proximal,missing olecranon,ulna//proximal/missing olecranon
190,2016,0.232,147,17,J19s,,MRD,29_VII_13,Mammal,General,,,mammal,#N/A,unknown,,,0,8- pieces grouped together ,,5,,,,,,,,,,,,,,,,,,,,,,,,,unknown///
191,2016,1.36,179,17,K21,,,,Mammal,Artiodactyla,Artiodactyla,,Artiodactyl,#N/A,vertebra,,,0,,,1,,,Y,,,,,,,,,,,,,,,,,,,,half of posterior body (L side) and partial transverse process,,vertebra//half of posterior body (L side) and partial transverse process/
192,2016,1.36,179,17,K21,,,,Mammal,General,,,mammal,#N/A,unknown,,,0,8- pieces grouped together ,,6,,,,,,,,,,,,,,,,,,,,,,,,,unknown///
193,2016,0.185,176,17,I20,,AGMR,31_VII_13,Mammal,Artiodactyla,Artiodactyla,,Artiodactyl,#N/A,rib,,,0.2,3-Proximal and shaft,,1,,,Y,,,,,,,,,,,,,,,,,,,,head,,rib//head/
194,2016,0.185,176,17,I20,,AGMR,31_VII_13,Mammal,Other mammal,Didelphis,virginianus,Tlacuache,#N/A,Mand/Tth,,R,0.3,Anterior,,1,,,,,,,,,,,,,,,,,,,,,,,"anterior, sockets of I3 and 4, socket and partial canine, sockets of PM1-4, and half socket of M1",,"Mand/Tth//anterior, sockets of I3 and 4, socket and partial canine, sockets of PM1-4, and half socket of M1/"
195,2016,0.185,176,17,I20,,AGMR,31_VII_13,Mammal,General,small,,small mammal,#N/A,rib,,,0.3,3-Proximal and shaft,,1,,,y,,,,,,,,,,,,,,,,,,,,head,,rib//head/
196,2016,0.185,176,17,I20,,AGMR,31_VII_13,Mammal,Carnivora,Canis,familiaris ,Dog,#N/A,rib,,,0.7,5-Shaft only,,1,,,,,,,,,,,,,,,,,,,,,,,shaft,,rib//shaft/
